Time,VbattRaw,IbattRaw,Vbatt,Ibatt,V3v3,I3v3,V5v0,I5v0,T3v3,T5v0,Free Memory,Free Disk Space,CPU Temperature,TMP102 Temperature,BME680 Temperature,BME680 Pressure
1722531937.0090377,10.806477864583334,0.35526723632812496,10.81787109375,0.2899517822265625,3.327640760813328,0.06409011840820311,5.071381718279367,0.22097377929687498,30.042105310250236,32.277290494235785,139.53515625,54147.80078125,51.002,23.1875,24.0,984.14
1722531942.0812094,10.823567708333334,0.27591201171874996,10.81787109375,0.2734703125,3.327640760813328,0.062258972167968746,5.076279238045934,0.22646760253906248,30.042105310250236,32.277290494235785,148.7578125,54147.74609375,52.616,23.1875,23.99,984.17
1722531947.1487994,10.829264322916668,0.28384753417968744,10.81787109375,0.2753015869140625,3.326019893418874,0.05493438720703124,5.078727997929217,0.189231689453125,30.146140676011782,32.48504698528859,152.86328125,54147.58203125,52.078,23.1875,23.99,984.18
1722531952.2191114,10.829264322916668,0.30399155273437495,10.812174479166668,0.33085024414062497,3.326019893418874,0.056155151367187496,5.076279238045934,0.22402590332031247,30.146140676011782,32.277290494235785,154.9609375,54147.41015625,53.154,23.1875,23.98,984.16
1722531957.287745,10.8349609375,0.28506838378906246,10.81787109375,0.29239348144531246,3.313052954263245,0.05554476928710937,5.0689329583960845,0.24478034667968748,30.614211271545173,32.12145441786379,153.203125,54147.5859375,53.154,23.1875,23.98,984.17
1722531962.3567078,10.812174479166668,0.2972768798828125,10.81787109375,0.31131665039062495,3.326019893418874,0.05798629760742187,5.083625517695784,0.19960891113281248,30.042105310250236,32.3292322892155,150.99609375,54147.37109375,53.692,23.1875,23.98,984.16
1722531967.4255188,10.806477864583334,0.30154985351562497,10.829264322916668,0.3082645263671875,3.3357450977855962,0.063479736328125,5.078727997929217,0.21486953124999997,30.042105310250236,32.17340155874308,150.62890625,54147.15234375,53.154,23.1875,23.98,984.15
1722531972.491587,10.829264322916668,0.29544560546875,10.812174479166668,0.29666645507812495,3.3211572912355134,0.05859667968749999,5.078727997929217,0.22585717773437497,30.094123887887235,32.017554788920506,150.36328125,54146.9375,53.692,23.1875,23.98,984.15
1722531977.5559719,10.812174479166668,0.2789641357421875,10.823567708333334,0.29239348144531246,3.327640760813328,0.062258972167968746,5.0811767578125,0.1910629638671875,29.781985572916255,32.17340155874308,149.45703125,54146.9453125,53.692,23.1875,23.99,984.17
1722531982.6302607,10.8349609375,0.26492436523437496,10.823567708333334,0.2753015869140625,3.322778158629967,0.05676553344726562,5.073830478162651,0.19899848632812497,30.094123887887235,32.3292322892155,148.81640625,54146.77734375,53.692,23.25,23.99,984.17
