Time,VbattRaw,IbattRaw,Vbatt,Ibatt,V3v3,I3v3,V5v0,I5v0,T3v3,T5v0,Free Memory,Free Disk Space,CPU Temperature,TMP102 Temperature,BME680 Temperature,BME680 Pressure
1722481462.6735508,10.85205078125,0.3119270751953125,10.85205078125,0.2801849853515625,3.3325033629966887,0.05188247680664062,5.076279238045934,0.20144018554687498,29.729956254325998,31.497949652803527,136.03125,54175.1015625,50.464,22.75,23.13,983.05
1722481467.7880144,10.857747395833334,0.2783537109375,10.85205078125,0.3339023681640625,3.33736596518005,0.04944094848632812,5.071381718279367,0.262482666015625,29.729956254325998,32.17340155874308,132.8828125,54174.93359375,51.54,22.75,23.12,983.05
1722481472.8559358,10.863444010416668,0.260040966796875,10.869140625,0.25149501953125,3.3243990260244205,0.04822018432617187,5.086074277579066,0.16542512207031249,29.729956254325998,31.549918193800522,150.015625,54174.87109375,50.464,22.75,23.11,983.06
1722481478.868848,10.857747395833334,0.29666645507812495,10.857747395833334,0.2936143310546875,3.326019893418874,0.054324005126953116,5.086074277579066,0.21547995605468748,29.990084942916155,31.445979327269242,151.76953125,54174.66796875,52.078,22.8125,23.11,983.05
1722481483.9418848,10.857747395833334,0.29666645507812495,10.857747395833334,0.2881205078125,3.3292616282077816,0.05188247680664062,5.083625517695784,0.23684482421874997,29.781985572916255,31.497949652803527,150.6640625,54174.81640625,52.078,22.8125,23.11,983.05
1722481489.0106275,10.874837239583334,0.2753015869140625,10.857747395833334,0.27408073730468746,3.327640760813328,0.04944094848632812,5.061586678746235,0.22951972656249997,29.677925144929986,31.6018849504444,149.65625,54174.60546875,52.078,22.8125,23.11,983.05
1722481494.0848386,10.857747395833334,0.2972768798828125,10.857747395833334,0.299108154296875,3.3211572912355134,0.056155151367187496,5.078727997929217,0.23989694824218746,29.625892244543365,31.6018849504444,145.4296875,54174.38671875,52.616,22.8125,23.11,983.05
1722481499.159631,10.857747395833334,0.30154985351562497,10.85205078125,0.30154985351562497,3.326019893418874,0.05249285888671874,5.073830478162651,0.2179216552734375,29.625892244543365,31.6018849504444,145.03515625,54174.16796875,52.616,22.8125,23.11,983.04
1722481504.2267,10.85205078125,0.29788730468749997,10.85205078125,0.2862892333984375,3.330882495602235,0.05310324096679687,5.078727997929217,0.196556787109375,29.729956254325998,31.861691974793757,143.984375,54174.18359375,52.616,22.8125,23.11,983.05
1722481509.3018363,10.869140625,0.3119270751953125,10.857747395833334,0.30154985351562497,3.3211572912355134,0.05066171264648437,5.073830478162651,0.23867609863281247,29.8860388384187,31.342033321853478,143.09375,54174.00390625,52.616,22.8125,23.1,983.05
1722481514.3715904,10.857747395833334,0.29300390624999995,10.869140625,0.291783056640625,3.3292616282077816,0.05310324096679687,5.076279238045934,0.18312744140624998,29.729956254325998,31.653849922918425,141.92578125,54173.83984375,52.616,22.75,23.1,983.05
1722481519.448954,10.85205078125,0.3046019775390625,10.863444010416668,0.2881205078125,3.326019893418874,0.05249285888671874,5.073830478162651,0.20571315917968747,29.46978279558857,31.497949652803527,141.66015625,54173.66015625,53.692,22.8125,23.1,983.04
1722481524.5209608,10.85205078125,0.29544560546875,10.85205078125,0.2862892333984375,3.317915556446606,0.05859667968749999,5.0811767578125,0.22707802734375,29.781985572916255,31.6018849504444,141.92578125,54173.6640625,53.692,22.8125,23.1,983.05
1722481529.6006482,10.8349609375,0.3302398193359375,10.840657552083334,0.33268151855468747,3.317915556446606,0.054324005126953116,5.064035438629518,0.277132861328125,29.781985572916255,31.6018849504444,141.21875,54173.4375,53.692,22.75,23.1,983.05
1722481534.6772676,10.869140625,0.2734703125,10.857747395833334,0.26126181640624996,3.3243990260244205,0.05249285888671874,5.071381718279367,0.19350466308593747,29.781985572916255,31.497949652803527,140.86328125,54173.2265625,53.692,22.8125,23.1,983.06
