step,A0read,A1read,A2read
0,1,258,277
50,258,257,276
100,260,259,278
150,261,262,280
200,262,261,281
250,261,260,279
300,259,259,277
350,257,257,276
400,259,259,278
450,260,259,279
500,261,261,280
550,262,261,281
600,262,261,279
650,259,257,277
700,257,255,276
750,257,256,279
800,257,250,280
850,246,236,280
900,229,194,280
950,130,118,279
1000,53,8,277
1001,8,8,277
1002,8,7,278
1003,8,7,280
1004,7,7,281
1005,7,7,280
1006,7,6,278
1007,8,7,276
1008,7,7,277
1009,7,7,279
1010,7,7,280
1011,7,7,281
1012,7,7,280
1013,6,6,278
1014,6,5,276
1015,6,6,278
1016,6,5,279
1017,6,6,281
1018,6,6,280
1019,6,6,279
1020,6,6,277
1021,6,5,276
1022,6,5,278
1023,6,5,279
1024,6,6,280
1025,6,6,280
1026,6,5,279
1027,5,5,277
1028,5,5,277
1029,5,5,278
1030,5,4,279
1031,5,4,280
1032,5,5,280
1033,5,5,279
1034,5,4,276
1035,5,4,279
1036,5,5,280
1037,5,4,279
1038,5,4,277
1039,5,4,277
1040,4,4,279
1041,4,4,280
1042,4,4,281
1043,4,4,278
1044,5,4,277
1045,5,4,279
1046,4,5,280
1047,5,4,280
1048,5,4,280
1049,4,4,278
1050,4,4,276
1051,4,4,277
1052,3,3,279
1053,4,2,280
1054,4,4,281
1055,4,4,280
1056,4,3,278
1057,4,3,276
1058,4,4,280
1059,3,3,278
1060,4,3,279
1061,3,3,280
1062,4,3,280
1063,4,3,278
1064,3,4,276
1065,3,3,278
1066,3,4,280
1067,4,3,281
1068,3,3,278
1069,3,3,280
1070,3,2,281
1071,3,3,280
1072,3,4,277
1073,3,3,277
1074,3,3,279
1075,3,3,280
1076,3,3,281
1077,3,2,279
1078,3,2,277
1079,3,3,278
1080,3,3,280
1081,3,2,281
1082,3,3,280
1083,3,3,277
1084,3,3,276
1085,3,3,279
1086,3,3,280
1087,3,3,280
1088,3,2,279
1089,2,2,277
1090,3,3,276
1091,3,2,278
1092,3,2,279
1093,3,2,280
1094,3,3,281
1095,3,2,280
1096,3,2,277
1097,3,2,277
1098,3,3,280
1099,3,3,281
1100,3,3,280
1101,3,2,278
1102,2,2,277
1103,3,3,278
1104,2,2,279
1105,2,2,281
1106,2,2,281
1107,3,3,280
1108,3,2,278
1109,3,2,276
1110,3,2,278
1111,3,3,279
1112,3,3,280
1113,3,3,281
1114,2,2,279
1115,2,2,277
1116,2,2,276
1117,2,2,278
1118,2,1,280
1119,2,2,281
1120,2,2,280
1121,3,2,279
1122,2,2,277
1123,2,2,277
1124,3,2,278
1125,2,2,280
1126,3,2,280
1127,2,2,280
1128,2,2,279
1129,2,1,277
1130,2,2,276
1131,2,2,278
1132,2,2,279
1133,2,2,280
1134,1,1,280
1135,2,2,280
1136,2,1,278
1137,2,2,277
1138,3,2,278
1139,2,1,279
1140,2,2,280
1141,2,2,280
1142,2,2,279
1143,2,1,277
1144,2,1,277
1145,2,1,279
1146,2,2,280
1147,1,1,280
1148,2,1,280
1149,2,2,278
1150,2,2,277
1151,2,1,277
1152,2,2,278
1153,2,2,280
1154,2,2,281
1155,2,1,280
1156,2,1,278
1157,1,1,276
1158,2,1,279
1159,2,1,280
1160,1,2,280
1161,2,2,280
1162,2,1,278
1163,2,1,276
1164,2,2,278
1165,1,1,279
1166,2,2,281
1167,2,2,281
1168,2,2,280
1169,1,1,276
1170,2,1,277
1171,1,1,279
1172,2,1,280
1173,1,1,281
1174,2,1,279
1175,2,1,276
1176,2,1,278
1177,2,2,279
1178,2,2,280
1179,2,2,280
1180,2,2,280
1181,1,1,277
1182,2,1,277
1183,2,1,279
1184,2,1,280
1185,1,1,281
1186,2,1,279
1187,2,1,277
1188,1,2,277
1189,1,1,279
1190,2,2,280
1191,2,1,281
1192,1,1,280
1193,1,1,277
1194,1,1,277
1195,1,1,279
1196,1,1,280
1197,2,1,280
1198,2,1,280
1199,2,1,278
1200,2,1,276
1201,1,1,278
1202,2,1,280
1203,2,2,281
1204,2,1,280
1205,1,0,278
1206,1,1,276
1207,1,1,278
1208,2,1,280
1209,1,1,281
1210,1,1,280
1211,2,1,279
1212,2,1,277
1213,2,1,277
1214,2,1,279
1215,2,2,280
1216,2,1,280
1217,2,0,278
1218,1,1,276
1219,1,1,278
1220,1,1,279
1221,1,1,281
1222,1,1,280
1223,1,1,279
1224,1,1,277
1225,2,1,276
1226,2,1,278
1227,2,1,279
1228,2,2,280
1229,2,2,281
1230,2,1,279
1231,2,1,277
1232,1,1,276
1233,1,1,278
1234,1,1,279
1235,1,1,280
1236,1,1,280
1237,1,1,279
1238,1,1,278
1239,1,1,276
1240,2,1,278
1241,2,1,279
1242,2,1,280
1243,2,1,280
1244,1,1,279
1245,1,1,277
1246,1,1,277
1247,1,1,278
1248,1,1,279
1249,1,1,280
1250,1,1,281
1251,1,2,279
1252,1,1,277
1253,2,1,276
1254,2,1,278
1255,1,1,279
1256,2,1,280
1257,1,1,281
1258,1,1,279
1259,1,1,277
1260,1,1,276
1261,1,1,278
1262,2,1,280
1263,1,1,281
1264,1,1,280
1265,1,1,279
1266,1,1,277
1267,1,1,276
1268,2,0,278
1269,1,1,279
1270,1,1,281
1271,2,1,280
1272,1,1,279
1273,1,0,277
1274,1,1,277
1275,1,1,279
1276,2,0,280
1277,1,1,280
1278,1,1,278
1279,2,1,277
1280,1,1,278
1281,1,1,279
1282,2,1,281
1283,2,1,280
1284,1,0,280
1285,1,1,278
1286,1,1,276
1287,1,1,278
1288,1,1,280
1289,1,1,281
1290,1,1,281
1291,1,2,280
1292,1,1,278
1293,1,1,277
1294,1,1,278
1295,1,1,279
1296,1,2,280
1297,1,1,280
1298,1,1,280
1299,1,1,278
1300,1,0,276
1301,1,1,278
1302,1,1,279
1303,1,0,280
1304,1,1,281
1305,1,1,280
1306,1,1,278
1307,2,1,276
1308,2,1,278
1309,1,1,279
1310,1,1,280
1311,2,1,281
1312,1,1,280
1313,1,1,278
1314,1,0,276
1315,1,1,278
1316,1,1,279
1317,1,0,280
1318,1,1,280
1319,1,0,279
1320,1,1,277
1321,2,1,276
1322,1,1,278
1323,1,1,279
1324,1,1,280
1325,2,1,280
1326,1,0,280
1327,1,1,279
1328,1,1,280
1329,1,1,280
1330,1,1,279
1331,1,1,277
1332,1,0,277
1333,1,1,279
1334,1,0,279
1335,1,1,277
1336,1,0,277
1337,1,1,280
1338,1,1,281
1339,1,0,281
1340,1,1,279
1341,1,1,277
1342,2,1,278
1343,1,1,280
1344,2,1,281
1345,2,1,281
1346,1,1,279
1347,1,0,277
1348,1,0,277
1349,1,1,278
1350,1,0,280
1351,1,0,281
1352,1,1,280
1353,1,1,280
1354,2,0,277
1355,1,1,278
1356,1,1,279
1357,1,1,280
1358,1,2,281
1359,1,0,280
1360,1,0,278
1361,1,1,276
1362,1,0,278
1363,1,0,279
1364,1,0,280
1365,1,1,281
1366,1,0,279
1367,1,1,277
1368,1,1,276
1369,1,1,278
1370,1,1,280
1371,2,0,281
1372,2,1,281
1373,1,0,279
1374,1,1,277
1375,1,1,277
1376,1,0,279
1377,1,1,280
1378,1,0,281
1379,1,1,279
1380,1,0,278
1381,1,1,276
1382,1,1,279
1383,1,1,280
1384,1,1,281
1385,1,0,280
1386,1,1,278
1387,1,0,276
1388,1,1,278
1389,1,1,280
1390,0,1,280
1391,1,0,281
1392,1,1,279
1393,1,0,277
1394,1,1,277
1395,1,0,279
1396,1,0,281
1397,1,1,280
1398,1,1,278
1399,1,0,276
1400,1,0,278
1401,1,1,279
1402,1,0,280
1403,1,0,281
1404,1,1,280
1405,1,0,278
1406,1,1,276
1407,1,1,278
1408,1,0,279
1409,1,2,280
1410,1,1,280
1411,1,1,280
1412,1,0,278
1413,1,0,276
1414,1,1,277
1415,1,1,280
1416,1,0,279
1417,1,1,277
1418,1,1,278
1419,1,1,279
1420,2,1,280
1421,1,0,277
1422,0,1,280
1423,1,1,279
1424,1,1,277
1425,1,1,277
1426,1,1,278
1427,1,0,280
1428,2,1,280
1429,1,1,281
1430,1,1,280
1431,1,1,277
1432,1,0,277
1433,1,1,280
1434,1,1,277
1435,1,1,277
1436,1,1,278
1437,1,0,279
1438,2,1,281
1439,1,1,280
1440,1,1,279
1441,1,1,278
1442,1,0,276
1443,0,1,280
1444,1,1,280
1445,1,1,277
1446,1,1,276
