step,A0read,A1read,A2read
0,152,255,274
50,253,252,270
100,253,253,272
150,257,256,274
200,255,253,271
250,252,251,272
300,255,255,274
350,256,255,274
400,256,255,273
450,254,253,271
500,252,251,270
550,254,253,273
600,256,255,274
650,256,255,274
700,252,250,270
750,249,249,271
800,250,243,273
850,235,230,274
900,208,184,273
950,182,42,270
1000,39,7,271
1001,7,7,273
1002,7,7,274
1003,6,7,273
1004,7,7,272
1005,6,7,274
1006,6,7,272
1007,6,7,270
1008,6,7,273
1009,6,7,274
1010,6,6,274
1011,6,6,271
1012,6,6,273
1013,6,6,274
1014,6,6,274
1015,6,5,274
1016,6,6,272
1017,5,5,270
1018,5,6,271
1019,5,5,272
1020,5,5,274
1021,6,5,274
1022,6,5,274
1023,5,5,273
1024,5,5,270
1025,5,5,270
1026,5,5,272
1027,5,5,273
1028,4,4,274
1029,5,5,273
1030,5,4,270
1031,5,5,272
1032,5,5,273
1033,5,4,274
1034,4,5,274
1035,4,4,273
1036,4,4,271
1037,4,4,273
1038,3,4,274
1039,4,4,274
1040,4,4,271
1041,4,4,270
1042,4,3,271
1043,4,4,273
1044,4,4,274
1045,4,4,274
1046,3,4,274
1047,4,4,272
1048,4,3,270
1049,3,4,271
1050,3,3,273
1051,3,4,274
1052,4,3,274
1053,3,3,271
1054,3,3,272
1055,3,4,274
1056,4,4,274
1057,4,3,274
1058,4,3,273
1059,3,3,271
1060,3,3,270
1061,3,3,272
1062,3,3,273
1063,3,3,275
1064,3,3,274
1065,3,4,273
1066,3,3,271
1067,3,3,270
1068,3,3,272
1069,3,3,273
1070,3,3,273
1071,3,3,274
1072,3,3,274
1073,2,3,272
1074,3,3,270
1075,3,3,271
1076,3,3,272
1077,3,3,274
1078,3,3,275
1079,3,3,274
1080,2,3,273
1081,3,2,271
1082,2,3,270
1083,3,3,272
1084,2,3,273
1085,3,3,274
1086,2,3,274
1087,2,2,272
1088,2,2,270
1089,2,2,270
1090,2,2,272
1091,3,2,273
1092,2,2,274
1093,2,3,274
1094,2,2,273
1095,2,2,272
1096,2,2,270
1097,2,3,271
1098,2,3,274
1099,2,2,273
1100,2,2,271
1101,2,2,270
1102,2,3,272
1103,2,2,273
1104,2,3,274
1105,2,2,274
1106,2,2,274
1107,2,2,272
1108,2,2,270
1109,2,2,271
1110,2,2,272
1111,2,3,273
1112,2,2,274
1113,2,2,274
1114,2,2,273
1115,2,2,271
1116,2,2,270
1117,2,2,272
1118,2,2,273
1119,1,2,274
1120,2,1,274
1121,2,2,274
1122,2,2,272
1123,2,2,270
1124,2,2,271
1125,2,3,272
1126,2,2,274
1127,2,2,274
1128,1,2,274
1129,2,2,272
1130,1,1,271
1131,2,1,270
1132,1,1,272
1133,1,2,273
1134,1,2,274
1135,1,2,274
1136,2,2,273
1137,2,2,271
1138,2,1,270
1139,1,1,271
1140,2,2,272
1141,2,2,274
1142,2,2,274
1143,1,2,274
1144,2,1,272
1145,1,1,270
1146,1,2,271
1147,1,2,272
