step,A0read,A1read,A2read
0,132,264,284
50,266,265,285
100,267,266,286
150,267,265,284
200,265,263,283
250,263,262,282
300,264,262,283
350,267,266,285
400,265,264,283
450,263,262,281
500,263,262,283
550,265,264,284
600,265,265,285
650,266,265,285
700,266,263,284
750,263,261,282
800,259,253,282
850,256,241,284
900,242,206,285
950,150,69,286
1000,39,9,285
1001,9,8,284
1002,9,8,283
1003,8,7,281
1004,8,7,283
1005,8,8,284
1006,7,8,285
1007,7,8,285
1008,8,7,285
1009,8,7,282
1010,7,7,281
1011,7,7,283
1012,7,7,284
1013,7,7,285
1014,7,7,286
1015,7,6,285
1016,6,6,283
1017,6,5,282
1018,6,6,283
1019,7,6,284
1020,6,6,284
1021,6,6,285
1022,6,6,286
1023,6,6,284
1024,6,6,283
1025,6,5,281
1026,6,5,283
1027,6,5,284
1028,6,6,285
1029,6,6,286
1030,6,6,285
1031,5,5,283
1032,5,5,281
1033,5,5,283
1034,6,5,284
1035,5,5,285
1036,4,4,283
1037,5,5,282
1038,5,4,283
1039,5,4,285
1040,5,4,285
1041,5,5,286
1042,5,4,286
1043,4,5,284
1044,4,4,282
1045,4,3,282
1046,5,4,283
1047,5,4,285
1048,4,4,285
1049,4,4,286
1050,5,4,285
1051,5,4,283
1052,5,4,281
1053,4,4,283
1054,4,3,284
1055,4,4,285
1056,4,3,286
1057,5,3,285
1058,4,4,284
1059,4,4,282
1060,4,4,282
1061,4,4,283
1062,4,4,284
1063,4,3,285
1064,4,3,286
1065,4,3,285
1066,4,4,282
1067,4,4,282
1068,4,4,283
1069,4,3,284
1070,4,3,285
1071,4,3,286
1072,4,3,286
1073,4,3,284
1074,3,3,282
1075,3,3,282
1076,3,3,283
1077,3,3,285
1078,3,3,286
1079,3,3,285
1080,3,4,285
1081,4,3,282
1082,3,4,281
1083,3,3,283
1084,3,2,284
1085,3,3,285
1086,3,3,285
1087,3,3,285
1088,3,2,284
1089,3,3,282
1090,3,3,282
1091,3,3,284
1092,3,3,285
1093,2,2,286
1094,3,2,286
1095,3,2,284
1096,3,3,282
1097,3,3,282
1098,3,2,284
1099,3,3,285
1100,3,3,286
1101,3,2,285
1102,2,2,284
1103,3,2,282
1104,3,2,282
1105,3,2,283
1106,3,3,285
1107,3,3,285
1108,3,2,285
1109,3,2,285
1110,3,2,283
1111,2,2,281
1112,3,2,283
1113,3,2,284
1114,2,3,285
1115,3,3,286
1116,2,2,285
1117,3,2,284
1118,3,2,282
1119,2,2,282
1120,2,2,283
1121,3,2,285
1122,3,2,286
1123,2,2,286
1124,3,3,285
1125,3,2,283
1126,3,2,281
1127,3,2,283
1128,2,2,284
1129,3,3,285
1130,3,2,286
1131,2,1,285
1132,2,1,284
1133,2,1,282
1134,2,2,282
1135,2,2,284
1136,2,2,285
1137,2,2,285
1138,2,1,283
1139,2,1,282
1140,2,2,283
1141,2,2,284
1142,3,2,285
1143,3,2,286
1144,3,2,285
1145,2,2,284
1146,2,2,282
1147,2,2,282
1148,2,2,283
1149,2,2,285
1150,2,2,286
1151,2,1,286
1152,2,1,284
1153,2,1,282
1154,2,2,282
1155,2,1,283
1156,2,2,284
1157,2,2,285
1158,2,2,284
1159,2,1,282
1160,2,2,282
1161,2,1,283
1162,2,2,285
1163,2,2,285
1164,1,1,286
1165,2,1,285
1166,2,1,283
1167,2,1,282
1168,2,1,283
1169,2,2,285
1170,2,2,285
1171,2,1,284
1172,2,1,283
1173,2,1,281
1174,1,2,283
1175,2,1,284
1176,2,2,286
1177,2,2,286
1178,2,1,284
1179,2,2,282
1180,2,1,285
1181,2,1,286
1182,1,1,284
1183,2,1,282
1184,2,2,282
1185,2,1,284
1186,2,1,285
1187,2,1,281
1188,2,1,285
1189,1,1,286
1190,2,0,285
1191,2,1,284
1192,1,1,282
1193,1,1,282
1194,1,1,283
1195,1,1,285
1196,2,2,283
1197,2,1,283
1198,2,1,285
1199,2,2,286
1200,1,1,282
1201,1,1,281
1202,2,1,283
1203,2,1,285
1204,1,1,285
1205,1,1,286
1206,1,1,285
1207,2,1,283
1208,2,1,282
1209,2,2,282
1210,2,2,284
1211,2,2,285
1212,2,2,286
1213,2,1,286
