step,A0read,A1read,A2read
0,65,255,274
50,257,256,274
100,257,255,273
150,253,252,272
200,256,256,275
250,257,256,275
300,257,256,273
350,255,253,271
400,252,251,271
450,254,254,273
500,256,256,274
550,257,256,275
600,257,256,275
650,256,254,273
700,254,252,271
750,251,249,270
800,247,243,272
850,245,230,273
900,209,187,274
950,188,59,275
1000,24,8,274
1001,7,7,272
1002,7,7,269
1003,7,7,272
1004,7,7,273
1005,7,7,274
1006,7,7,275
1007,6,7,275
1008,7,6,273
1009,6,7,271
1010,6,6,270
1011,6,6,272
1012,6,6,274
1013,6,6,275
1014,6,6,274
1015,6,6,273
1016,6,6,270
1017,5,5,271
1018,5,5,272
1019,6,5,273
1020,5,5,274
1021,5,5,275
1022,5,5,275
1023,5,5,272
1024,5,5,271
1025,5,5,271
1026,5,5,273
1027,5,5,274
1028,4,5,275
1029,5,5,274
1030,5,4,273
1031,4,5,271
1032,4,4,270
1033,4,4,272
1034,4,4,273
1035,4,4,275
1036,4,4,272
1037,4,4,270
1038,4,4,272
1039,4,4,273
1040,4,4,274
1041,4,4,275
1042,4,4,274
1043,4,4,272
1044,3,4,270
1045,4,4,271
1046,4,3,273
1047,4,4,274
1048,4,3,275
1049,3,4,275
1050,4,3,273
1051,3,4,271
1052,4,4,270
1053,3,3,272
1054,3,4,274
1055,3,3,275
1056,3,3,274
1057,4,3,272
1058,3,3,271
1059,3,3,271
1060,3,3,273
1061,3,3,274
1062,3,3,275
1063,3,3,274
1064,3,3,274
1065,3,3,271
1066,3,3,270
1067,3,3,272
1068,3,3,274
1069,3,3,275
1070,3,3,274
1071,3,2,273
1072,3,3,271
1073,3,3,271
1074,2,3,273
1075,2,3,274
1076,3,2,275
1077,2,3,274
1078,2,2,271
1079,3,2,271
1080,3,2,273
1081,3,3,274
1082,3,3,275
1083,3,3,274
1084,2,2,272
1085,2,2,271
1086,2,2,271
1087,2,3,273
1088,2,2,274
1089,2,2,275
1090,2,2,274
1091,2,2,273
1092,2,2,271
1093,2,1,271
1094,2,2,273
1095,2,2,273
1096,2,2,275
1097,2,3,274
1098,2,2,272
1099,2,2,272
1100,2,2,273
1101,2,2,275
1102,2,2,275
1103,2,2,274
1104,2,2,272
1105,2,2,270
1106,2,2,272
1107,2,2,273
1108,2,2,274
1109,2,2,275
1110,2,3,274
1111,2,2,272
1112,2,2,270
1113,2,2,271
1114,2,1,273
1115,2,2,274
1116,2,2,275
1117,2,1,275
1118,2,2,273
1119,1,2,271
1120,2,2,271
1121,2,2,272
1122,2,2,274
1123,2,3,274
1124,2,2,274
1125,1,1,274
1126,2,2,273
1127,1,2,270
1128,2,1,273
1129,2,2,273
1130,2,1,275
1131,2,2,274
1132,2,2,273
1133,1,1,271
1134,2,2,270
1135,2,1,272
1136,1,2,273
1137,1,2,274
1138,2,2,275
1139,2,1,274
1140,2,2,272
1141,2,1,270
1142,2,1,272
1143,1,1,274
1144,1,2,275
1145,2,1,274
1146,1,1,272
1147,1,2,270
1148,1,1,272
1149,1,1,273
1150,1,1,274
1151,2,2,275
1152,1,1,274
1153,1,2,272
1154,1,2,270
1155,1,1,272
1156,1,1,273
1157,1,1,275
1158,1,1,273
1159,1,2,270
1160,1,1,271
1161,2,1,272
1162,2,2,274
1163,1,1,275
1164,1,1,274
1165,1,1,272
1166,1,1,270
1167,1,2,272
1168,1,1,274
1169,1,2,275
1170,1,1,275
1171,1,1,273
1172,1,1,271
1173,1,1,270
1174,1,1,273
1175,1,2,275
1176,1,2,275
1177,1,1,274
1178,1,1,272
1179,1,1,270
1180,1,1,272
1181,1,1,273
1182,1,1,274
1183,1,1,275
1184,1,1,273
1185,1,2,272
1186,1,1,270
1187,1,1,272
1188,1,1,273
1189,1,1,274
1190,1,1,275
1191,1,0,275
