step,A0read,A1read,A2read
0,0,239,263
50,238,239,264
100,239,240,264
150,239,239,264
200,237,237,262
250,236,236,261
300,236,238,262
350,237,238,263
400,238,239,264
450,239,240,264
500,239,240,264
550,238,239,263
600,237,237,262
650,235,236,261
700,235,236,263
750,235,235,264
800,232,229,264
850,228,212,264
900,186,166,262
950,154,94,261
1000,25,7,261
1001,5,7,262
1002,5,7,263
1003,5,7,264
1004,5,7,264
1005,5,6,263
1006,5,7,262
1007,5,6,261
1008,5,6,261
1009,5,6,263
1010,4,6,263
1011,5,6,264
1012,5,6,264
1013,4,6,263
1014,5,6,262
1015,4,6,261
1016,4,6,262
1017,4,6,263
1018,4,6,264
1019,4,6,264
1020,4,6,264
1021,4,5,263
1022,3,5,261
1023,4,5,261
1024,4,5,262
1025,3,5,263
1026,4,5,264
1027,3,4,264
1028,3,5,263
1029,3,5,262
1030,3,5,261
1031,3,4,261
1032,3,4,262
1033,3,5,263
1034,3,5,264
1035,5,5,264
1036,3,4,264
1037,3,4,261
1038,3,4,262
1039,3,5,263
1040,3,4,264
1041,3,4,264
1042,3,4,263
1043,3,4,262
1044,2,4,260
1045,3,4,261
1046,3,4,262
1047,3,4,264
1048,3,4,264
1049,2,4,264
1050,2,4,263
1051,2,4,261
1052,3,4,260
1053,2,4,262
1054,3,3,263
1055,3,4,264
1056,2,3,264
1057,-1,4,262
1058,2,3,261
1059,2,4,261
1060,2,4,262
1061,2,3,263
1062,2,4,263
1063,2,4,264
1064,2,4,263
1065,2,3,262
1066,2,4,261
1067,2,3,261
1068,2,3,262
1069,2,3,263
1070,2,3,263
1071,2,3,264
1072,2,3,263
1073,2,3,262
1074,2,3,261
1075,1,3,261
1076,1,3,263
1077,2,3,263
1078,2,3,264
1079,2,3,264
1080,2,3,263
1081,1,3,262
1082,2,2,260
1083,1,3,261
1084,1,3,262
1085,2,2,264
1086,1,3,264
1087,1,3,264
1088,2,3,262
1089,1,3,261
1090,1,3,261
1091,1,3,262
1092,1,3,263
1093,2,3,263
1094,1,2,264
1095,1,3,264
1096,1,3,263
1097,1,3,261
1098,1,2,262
1099,2,2,263
1100,2,3,264
1101,1,2,264
1102,1,2,262
1103,1,3,261
1104,1,3,260
1105,1,2,262
1106,1,2,263
1107,1,3,264
1108,1,3,264
1109,1,2,264
1110,1,3,262
1111,1,3,261
1112,1,2,261
1113,1,2,263
1114,2,2,264
1115,1,2,264
1116,1,2,264
1117,1,2,263
1118,1,3,261
1119,1,3,261
1120,1,2,262
1121,1,2,263
1122,1,3,263
1123,1,3,264
1124,1,3,264
1125,1,2,262
1126,1,2,261
1127,1,3,261
1128,1,2,262
1129,1,2,263
1130,1,2,264
1131,1,2,264
1132,1,2,263
1133,1,2,262
1134,1,2,260
1135,1,2,262
1136,1,2,263
1137,1,2,263
1138,1,2,264
1139,1,2,263
1140,1,1,262
1141,0,2,261
1142,1,2,261
1143,1,1,262
1144,1,2,263
1145,1,1,264
1146,1,1,264
1147,0,2,263
1148,1,2,261
1149,1,2,261
1150,0,2,261
1151,1,2,262
1152,0,2,263
1153,0,2,263
1154,0,2,264
1155,0,2,263
1156,1,2,261
1157,1,2,261
1158,0,2,263
1159,0,2,264
1160,0,2,264
1161,1,2,264
1162,1,2,262
1163,1,2,261
1164,1,2,261
1165,0,2,262
1166,1,2,263
1167,1,2,263
1168,0,2,264
1169,1,2,263
1170,1,2,262
1171,0,2,261
1172,0,1,261
1173,0,1,262
1174,1,1,263
1175,0,1,263
1176,-2,1,264
1177,0,1,262
1178,0,2,261
1179,1,2,260
1180,0,2,262
1181,0,2,263
1182,1,2,263
1183,1,2,264
1184,0,2,264
1185,1,2,262
1186,0,1,261
1187,0,1,261
1188,1,2,262
1189,1,2,263
1190,0,2,263
1191,1,2,264
1192,0,1,263
1193,1,1,261
1194,1,2,261
1195,0,2,261
1196,1,2,262
1197,0,1,263
1198,0,2,264
1199,1,2,264
1200,0,2,262
1201,0,1,261
1202,0,1,260
1203,0,1,261
1204,0,2,263
1205,0,1,263
1206,0,1,264
1207,0,1,263
1208,0,1,262
1209,0,1,261
1210,0,2,260
1211,0,1,262
1212,0,1,263
1213,0,2,264
1214,0,2,264
1215,0,2,263
1216,0,1,262
1217,0,1,261
1218,0,1,262
1219,0,1,262
1220,0,1,264
1221,0,1,264
1222,0,1,263
1223,0,1,261
1224,0,1,261
1225,0,2,261
1226,0,1,262
1227,1,1,263
1228,1,2,264
1229,0,2,264
1230,0,2,263
1231,0,1,262
1232,0,1,260
1233,0,2,261
1234,0,1,263
1235,0,1,263
1236,0,1,264
1237,0,1,263
1238,0,1,263
1239,0,1,261
1240,0,2,261
1241,0,1,262
1242,0,1,263
1243,1,2,263
1244,0,2,264
1245,0,2,263
1246,0,1,262
1247,0,1,260
1248,0,1,261
1249,0,1,262
1250,0,2,263
1251,0,1,263
1252,0,1,264
1253,0,1,263
1254,0,2,261
1255,0,2,261
1256,0,2,261
1257,0,1,262
1258,0,1,263
1259,0,2,264
1260,0,2,264
1261,0,1,263
1262,0,2,261
1263,0,1,260
1264,0,2,261
1265,0,1,262
1266,0,1,263
1267,0,1,264
1268,0,1,263
1269,0,1,262
1270,0,2,261
1271,0,1,260
1272,0,1,262
1273,0,1,262
1274,0,2,263
1275,0,2,264
1276,0,2,263
1277,0,1,261
1278,0,2,261
1279,0,1,262
1280,0,1,263
1281,0,1,263
1282,0,1,264
1283,0,1,262
1284,0,2,262
1285,0,2,260
1286,0,1,262
1287,1,1,262
1288,1,2,263
1289,0,2,264
1290,0,2,263
1291,0,2,262
1292,0,2,261
1293,0,1,260
1294,0,1,261
1295,0,1,263
1296,0,1,263
1297,0,1,264
1298,0,1,263
1299,0,1,262
1300,0,2,260
1301,0,2,260
1302,0,1,261
1303,0,1,263
1304,0,2,263
1305,0,2,264
1306,0,1,263
1307,0,1,262
1308,0,2,260
