step,A0read,A1read,A2read
0,154,255,275
50,252,251,271
100,253,253,274
150,255,254,275
200,255,254,273
250,252,251,270
300,253,252,272
350,254,255,275
400,255,255,274
450,254,253,272
500,251,251,270
550,252,252,273
600,254,254,274
650,255,254,275
700,250,249,270
750,249,247,272
800,249,243,273
850,237,229,274
900,229,184,275
950,115,59,275
1000,43,7,273
1001,7,7,270
1002,7,7,271
1003,6,7,272
1004,6,7,274
1005,6,7,274
1006,7,7,274
1007,7,6,273
1008,6,6,271
1009,6,6,270
1010,6,6,272
1011,6,6,274
1012,6,6,275
1013,6,6,275
1014,5,5,274
1015,6,6,272
1016,5,5,270
1017,5,5,272
1018,5,5,273
1019,5,5,274
1020,5,5,275
1021,5,6,274
1022,5,5,273
1023,5,5,270
1024,5,5,271
1025,5,5,273
1026,5,5,274
1027,5,5,275
1028,5,5,274
1029,5,5,272
1030,5,4,271
1031,4,4,270
1032,4,4,272
1033,4,4,273
1034,4,5,274
1035,4,4,274
1036,4,5,273
1037,4,4,271
1038,4,4,274
1039,4,4,274
1040,4,4,275
1041,4,4,271
1042,4,3,271
1043,3,4,273
1044,4,4,274
1045,3,3,275
1046,4,3,274
1047,4,3,273
1048,4,4,271
1049,4,4,270
1050,3,4,273
1051,4,3,274
1052,3,4,275
1053,3,3,273
1054,3,4,270
1055,3,2,270
1056,3,4,272
1057,3,3,273
1058,3,3,274
1059,3,3,275
1060,3,3,273
1061,3,3,271
1062,3,3,270
1063,3,3,272
1064,3,3,273
1065,3,4,274
1066,3,3,275
1067,3,3,274
1068,3,3,272
1069,3,3,271
1070,2,3,271
1071,3,3,272
1072,3,3,274
1073,3,3,275
1074,2,3,274
1075,2,3,271
1076,2,2,270
1077,2,3,272
1078,3,3,274
1079,2,3,274
1080,3,3,275
1081,3,3,274
1082,3,2,272
1083,3,3,271
1084,2,3,272
1085,2,2,273
1086,2,3,274
1087,2,2,275
1088,2,2,274
1089,2,2,273
1090,2,3,271
1091,3,2,270
1092,2,3,273
1093,3,3,274
1094,2,2,275
1095,3,3,274
1096,2,2,272
1097,2,2,270
1098,2,2,273
1099,2,2,274
1100,2,2,275
1101,2,2,274
1102,2,2,273
1103,2,2,271
1104,2,2,269
1105,2,2,272
1106,2,3,273
1107,2,2,275
1108,2,2,274
1109,2,2,273
1110,2,2,271
1111,2,2,270
1112,1,1,272
1113,2,2,273
1114,2,2,274
1115,2,2,275
1116,2,2,274
1117,2,2,273
1118,2,2,271
1119,2,2,271
1120,2,1,273
1121,1,2,274
1122,2,2,270
1123,1,2,271
1124,2,2,273
1125,1,1,274
1126,2,2,275
1127,2,2,274
1128,2,2,271
1129,2,2,272
1130,1,1,273
1131,2,2,274
1132,2,2,274
1133,2,2,273
1134,1,1,271
1135,2,2,270
1136,2,2,273
1137,1,1,275
1138,1,1,273
1139,1,2,270
1140,1,2,273
1141,1,1,274
1142,2,2,274
1143,1,2,271
1144,2,2,273
1145,1,1,275
1146,2,2,274
1147,2,2,272
1148,1,1,270
1149,1,2,272
1150,1,2,274
1151,1,2,275
1152,1,1,274
1153,2,2,273
1154,1,2,271
1155,1,1,271
1156,1,1,272
1157,1,1,274
1158,1,2,273
1159,1,1,271
1160,1,2,271
1161,1,1,274
1162,2,1,275
1163,2,1,272
1164,2,1,270
1165,1,2,271
1166,1,1,273
1167,1,1,274
1168,1,1,274
1169,1,1,275
1170,1,2,272
1171,1,1,271
1172,1,1,271
1173,1,1,273
1174,1,2,274
1175,2,2,275
1176,1,1,275
1177,1,1,274
1178,1,1,271
1179,1,2,270
1180,1,2,272
1181,2,1,273
1182,1,2,274
1183,2,1,274
1184,1,1,274
1185,1,1,272
1186,1,1,270
1187,1,1,271
1188,1,2,272
1189,1,1,274
1190,2,2,274
1191,1,1,275
1192,1,1,273
1193,1,1,271
1194,1,1,270
1195,1,1,272
1196,1,1,273
1197,1,1,274
1198,1,2,275
1199,1,1,273
1200,1,1,272
1201,1,1,270
1202,1,1,271
1203,1,1,272
1204,1,1,274
1205,1,1,275
1206,1,1,274
1207,1,1,272
1208,1,1,270
1209,1,2,271
1210,1,1,272
1211,1,1,274
1212,1,1,275
1213,1,1,275
1214,1,1,273
1215,1,1,271
1216,1,1,270
1217,1,1,274
1218,1,1,275
1219,1,1,275
1220,1,1,273
1221,1,1,271
1222,1,1,270
1223,1,1,272
1224,1,1,273
1225,1,1,274
1226,0,1,275
1227,1,1,274
1228,1,1,272
1229,1,1,270
1230,1,1,271
1231,1,0,272
1232,1,1,274
1233,1,1,275
1234,1,1,275
1235,1,1,273
1236,1,1,271
1237,1,1,270
1238,1,1,272
1239,1,1,273
1240,1,1,274
1241,0,1,274
1242,1,1,274
1243,1,1,272
1244,1,2,270
1245,1,1,272
1246,1,1,274
1247,1,1,274
1248,1,1,275
1249,0,1,273
1250,1,1,272
1251,1,1,270
1252,1,1,272
1253,1,1,273
1254,0,1,274
1255,1,1,275
1256,1,1,275
1257,1,1,273
1258,1,1,270
1259,1,1,271
1260,1,1,273
1261,1,2,274
1262,1,1,275
1263,1,1,274
1264,1,1,273
1265,1,1,271
1266,1,1,270
1267,0,1,272
1268,1,1,273
1269,0,1,275
1270,1,1,275
1271,1,1,274
1272,1,1,271
1273,1,2,270
1274,0,1,272
1275,1,1,273
1276,1,1,275
1277,1,1,274
1278,1,1,272
1279,1,1,270
1280,1,0,271
1281,1,1,273
1282,1,1,274
