step,A0read,A1read,A2read
0,2,253,271
50,254,254,273
100,256,255,274
150,255,255,274
200,253,252,270
250,252,251,271
300,254,254,273
350,255,255,273
400,256,255,274
450,256,256,274
500,255,254,272
550,253,252,270
600,251,252,271
650,253,253,273
700,254,254,274
750,254,251,274
800,251,244,273
850,243,226,270
900,202,179,270
950,181,49,272
1000,43,7,273
1001,7,8,274
1002,7,7,274
1003,7,7,272
1004,6,7,270
1005,6,7,271
1006,7,6,272
1007,6,6,274
1008,6,6,274
1009,6,7,274
1010,6,6,272
1011,6,6,270
1012,6,6,271
1013,6,6,273
1014,6,6,274
1015,6,6,274
1016,6,6,272
1017,6,5,271
1018,5,6,270
1019,5,5,272
1020,6,5,273
1021,5,5,275
1022,5,4,274
1023,5,5,272
1024,5,4,270
1025,5,4,272
1026,5,5,273
1027,5,5,274
1028,5,5,274
1029,4,5,272
1030,5,5,270
1031,4,4,271
1032,5,4,273
1033,4,4,274
1034,5,4,273
1035,4,4,272
1036,4,4,270
1037,4,4,274
1038,4,4,274
1039,4,4,273
1040,4,4,271
1041,4,4,270
1042,4,4,272
1043,4,4,274
1044,4,4,274
1045,4,4,274
1046,3,4,271
1047,3,4,271
1048,3,4,272
1049,4,4,274
1050,4,4,274
1051,3,4,273
1052,3,3,271
1053,4,4,270
1054,3,4,271
1055,3,3,273
1056,3,3,274
1057,3,3,273
1058,3,3,271
1059,3,3,270
1060,3,4,272
1061,3,3,274
1062,3,3,274
1063,3,3,274
1064,3,3,272
1065,3,3,270
1066,3,3,271
1067,3,3,272
1068,3,3,274
1069,3,3,274
1070,3,3,273
1071,3,3,270
1072,3,3,270
1073,3,3,272
1074,2,3,273
1075,3,3,274
1076,3,3,275
1077,3,3,273
1078,2,2,270
1079,2,2,271
1080,2,3,272
1081,3,3,274
1082,3,3,274
1083,3,3,273
1084,2,3,271
1085,3,3,270
1086,2,3,272
1087,2,2,273
1088,2,3,274
1089,2,3,274
1090,3,2,273
1091,2,2,271
1092,2,2,271
1093,3,2,273
1094,2,3,275
1095,3,2,274
1096,2,3,273
1097,2,2,270
1098,2,2,272
1099,1,3,273
1100,2,2,274
1101,2,2,273
1102,2,2,272
1103,2,2,270
1104,2,2,271
1105,2,2,273
1106,2,2,274
1107,2,2,274
1108,1,2,274
1109,2,2,271
1110,2,2,269
1111,2,2,271
1112,2,2,273
1113,2,2,274
1114,2,2,273
1115,2,2,271
1116,2,2,270
1117,2,2,272
1118,2,2,273
1119,2,2,274
1120,2,2,274
1121,2,2,272
1122,2,2,270
1123,2,2,271
1124,2,2,273
1125,2,2,274
1126,2,2,273
1127,2,1,272
1128,1,1,270
1129,2,1,272
1130,2,1,273
1131,2,2,274
1132,2,2,274
1133,1,1,272
1134,2,2,270
1135,2,2,271
1136,1,2,272
1137,2,2,274
1138,1,2,273
1139,0,2,270
1140,2,1,271
1141,1,2,274
1142,1,1,275
1143,1,2,273
1144,1,2,270
1145,1,2,271
1146,1,2,272
1147,1,2,274
1148,2,2,274
1149,1,1,273
1150,1,2,271
1151,1,2,270
1152,1,1,272
1153,1,2,273
1154,1,1,274
1155,1,2,272
1156,1,1,270
1157,1,2,271
1158,2,2,274
1159,1,1,274
1160,1,1,273
1161,1,1,271
1162,1,1,270
1163,1,2,272
1164,1,1,273
1165,1,2,274
1166,1,1,274
1167,1,1,273
1168,2,2,271
1169,1,2,270
1170,1,1,272
1171,1,2,273
1172,2,1,274
1173,1,2,274
1174,1,2,273
1175,1,1,271
1176,1,1,270
1177,1,1,272
1178,1,1,273
1179,1,1,274
1180,1,1,273
1181,1,1,271
1182,1,2,270
1183,1,2,269
1184,2,1,271
1185,1,1,273
1186,1,2,274
1187,1,1,273
1188,1,2,269
1189,1,1,271
1190,1,1,272
1191,1,1,273
1192,1,1,273
1193,1,1,273
1194,1,1,270
1195,1,1,269
1196,1,1,271
1197,1,1,272
1198,1,1,274
1199,2,1,273
1200,1,2,273
1201,1,1,270
1202,1,1,269
1203,1,1,273
1204,1,1,270
1205,1,1,270
1206,1,1,271
1207,1,1,273
1208,1,2,274
1209,1,1,272
1210,1,1,270
1211,1,1,270
1212,1,1,274
1213,1,1,269
1214,1,1,272
1215,1,2,274
1216,1,1,273
1217,1,1,270
1218,1,1,273
1219,0,1,274
1220,1,1,271
1221,1,1,272
1222,1,1,274
1223,1,1,274
1224,1,1,272
1225,1,1,270
1226,1,1,272
1227,1,1,273
1228,1,1,274
1229,1,1,272
1230,1,1,270
1231,1,1,270
1232,1,1,272
1233,1,1,273
1234,1,1,274
1235,1,2,274
1236,1,1,272
1237,1,1,271
1238,1,0,270
1239,1,1,272
1240,1,1,273
1241,1,0,274
1242,1,1,273
1243,1,1,271
1244,1,1,270
1245,1,1,271
1246,1,1,272
1247,1,1,274
1248,1,1,274
1249,1,1,274
1250,1,2,272
1251,1,1,270
1252,0,1,271
1253,1,1,272
1254,1,1,274
1255,0,1,274
1256,1,1,273
1257,1,1,271
1258,1,1,270
1259,1,1,271
1260,1,1,272
1261,1,1,273
1262,1,1,274
1263,1,1,273
1264,1,1,271
1265,1,1,271
1266,1,1,272
1267,0,1,274
1268,1,1,274
1269,1,1,274
1270,1,1,273
1271,1,1,270
1272,1,1,270
1273,1,0,272
1274,1,1,274
1275,1,1,274
1276,1,1,273
1277,1,1,270
1278,1,1,272
1279,0,1,273
1280,1,1,274
1281,1,0,274
1282,1,1,273
1283,1,1,271
1284,1,1,270
1285,1,1,272
1286,1,1,273
1287,1,1,274
1288,1,1,274
1289,1,1,273
1290,1,1,270
1291,1,1,271
1292,1,0,273
1293,1,0,274
1294,0,1,274
1295,1,1,272
1296,1,1,270
1297,1,1,272
1298,1,1,273
1299,1,1,274
1300,1,1,274
1301,1,1,273
1302,1,1,271
1303,0,0,271
1304,1,1,273
1305,1,1,274
1306,1,1,274
1307,1,1,272
1308,1,1,271
1309,1,1,271
1310,1,1,272
1311,0,1,274
1312,1,1,274
1313,1,0,273
1314,0,1,270
1315,1,0,271
1316,1,1,273
1317,1,0,274
1318,1,1,274
1319,1,1,273
1320,1,0,271
1321,1,1,271
1322,1,1,272
1323,1,1,274
1324,1,1,274
1325,1,1,272
1326,1,0,270
1327,1,1,271
1328,1,1,272
1329,1,1,274
1330,1,1,274
1331,1,1,274
1332,1,1,271
1333,1,1,273
1334,1,1,270
1335,1,0,273
1336,1,1,273
1337,1,1,272
1338,0,1,274
1339,1,1,269
1340,1,1,272
1341,1,1,274
1342,1,1,273
1343,0,1,270
1344,1,1,273
1345,1,1,274
1346,1,0,273
1347,1,1,272
1348,1,0,273
1349,1,1,274
1350,1,1,271
1351,1,1,271
1352,1,1,273
1353,1,1,274
1354,1,0,273
1355,1,1,269
1356,1,0,273
1357,1,1,274
1358,1,1,271
1359,1,1,271
1360,1,1,274
1361,1,1,274
1362,0,1,271
1363,1,1,270
1364,0,0,273
1365,0,0,274
1366,1,0,272
1367,0,1,270
1368,0,1,273
1369,1,1,274
1370,1,1,270
1371,0,1,271
1372,1,1,273
1373,0,1,274
1374,1,1,272
1375,0,1,270
1376,1,1,273
1377,1,1,274
1378,1,1,272
1379,1,1,270
1380,1,1,271
1381,1,1,273
1382,0,0,275
1383,0,0,272
1384,0,1,270
1385,1,1,271
1386,0,0,272
1387,0,1,274
1388,1,1,274
1389,0,1,273
1390,1,1,270
1391,0,1,270
1392,1,1,272
1393,0,0,274
1394,1,1,274
1395,1,1,272
1396,1,1,271
1397,1,1,273
1398,0,1,274
1399,1,1,274
1400,0,1,271
1401,1,1,271
1402,1,1,272
1403,0,0,273
1404,0,1,275
1405,0,1,273
1406,1,0,272
1407,1,1,270
1408,0,1,272
1409,0,1,273
1410,1,1,274
1411,0,1,274
1412,0,1,271
1413,1,1,270
1414,0,1,271
1415,1,1,272
1416,1,0,274
1417,1,0,274
1418,1,1,273
1419,0,1,269
1420,1,1,272
1421,0,1,273
1422,1,1,274
1423,1,0,274
1424,1,1,272
1425,0,1,270
1426,0,1,271
1427,0,0,273
1428,0,1,274
1429,0,1,273
1430,1,1,271
1431,1,0,271
1432,1,1,272
1433,0,1,273
1434,1,1,275
1435,1,0,274
1436,0,0,272
1437,0,1,269
1438,0,1,272
1439,1,0,274
1440,0,1,274
1441,0,0,274
1442,0,1,271
1443,0,1,269
1444,1,1,271
1445,1,0,273
