step,A0read,A1read,A2read
0,28,236,270
50,247,246,272
100,249,250,275
150,251,251,275
200,251,251,274
250,249,248,272
300,247,247,270
350,247,247,272
400,249,249,274
450,251,250,275
500,250,249,273
550,248,247,271
600,247,247,271
650,248,247,272
700,249,247,274
750,249,247,275
800,248,244,275
850,233,224,274
900,223,195,272
950,104,34,271
1000,32,7,272
1001,7,7,273
1002,7,7,274
1003,6,7,275
1004,7,7,275
1005,7,6,273
1006,6,6,272
1007,6,6,272
1008,6,5,274
1009,6,5,275
1010,5,6,271
1011,6,6,270
1012,6,5,272
1013,6,5,274
1014,6,5,275
1015,6,6,275
1016,5,6,275
1017,5,5,272
1018,5,5,271
1019,5,5,272
1020,5,5,273
1021,5,5,274
1022,4,5,275
1023,5,5,275
1024,4,4,274
1025,5,5,271
1026,4,4,270
1027,4,5,273
1028,4,5,274
1029,4,5,275
1030,4,5,273
1031,4,4,271
1032,4,4,273
1033,4,4,274
1034,4,4,275
1035,4,4,275
1036,4,4,271
1037,3,4,272
1038,4,4,273
1039,4,4,275
1040,4,4,275
1041,4,3,275
1042,4,4,273
1043,3,4,271
1044,4,3,270
1045,3,3,273
1046,3,4,274
1047,3,3,271
1048,3,4,273
1049,3,3,275
1050,3,3,275
1051,3,3,273
1052,3,3,272
1053,3,4,275
1054,3,3,274
1055,3,4,272
1056,3,4,271
1057,3,3,271
1058,3,3,273
1059,3,4,274
1060,3,3,275
1061,3,3,275
1062,3,3,272
1063,3,3,272
1064,3,3,275
1065,3,3,275
1066,3,3,274
1067,3,3,273
1068,3,3,271
1069,3,3,272
1070,3,2,273
1071,3,3,274
1072,3,3,275
1073,2,2,274
1074,3,3,273
1075,3,2,271
1076,2,2,271
1077,2,3,272
1078,2,2,273
1079,2,2,275
1080,3,2,275
1081,2,2,275
1082,2,2,271
1083,2,2,272
1084,2,2,273
1085,2,3,275
1086,2,3,274
1087,2,2,272
1088,2,2,271
1089,2,3,271
1090,2,2,272
1091,2,2,274
1092,2,2,275
1093,2,2,275
1094,3,2,273
1095,2,2,272
1096,2,2,272
1097,2,2,274
1098,2,2,275
1099,2,2,275
1100,2,2,274
1101,2,2,272
1102,2,2,271
1103,2,2,272
1104,2,1,274
1105,2,2,275
1106,2,2,272
1107,2,2,271
1108,2,2,272
1109,2,2,273
1110,2,2,274
1111,2,2,275
1112,2,2,275
1113,2,2,273
1114,1,2,272
1115,2,2,271
1116,2,2,273
1117,2,2,274
1118,2,2,275
1119,2,2,275
1120,2,2,274
1121,2,1,272
1122,1,2,271
1123,1,2,272
1124,1,1,273
1125,2,2,275
1126,2,2,275
1127,1,2,273
1128,1,1,270
1129,2,1,273
1130,1,1,274
1131,1,1,275
1132,1,1,275
1133,2,2,274
1134,2,2,273
1135,1,1,271
1136,1,1,272
1137,2,2,273
1138,1,1,275
1139,1,2,275
1140,1,2,275
1141,2,1,273
1142,1,1,272
1143,1,1,270
1144,1,1,272
1145,1,1,273
1146,1,1,275
1147,1,2,275
1148,1,1,274
1149,2,1,271
1150,1,1,270
1151,1,1,273
1152,1,2,274
1153,1,1,275
1154,1,2,275
1155,1,1,273
1156,1,1,275
1157,1,1,274
1158,1,1,272
1159,1,1,271
1160,1,1,270
1161,1,1,273
1162,1,1,274
1163,1,1,275
1164,1,1,272
1165,1,1,272
1166,1,1,273
1167,1,1,275
1168,1,1,275
1169,1,1,273
1170,1,2,272
1171,0,1,271
1172,1,1,273
1173,1,2,275
1174,1,1,275
1175,1,1,274
1176,1,1,271
1177,1,1,270
1178,1,1,272
1179,1,1,273
1180,2,1,275
1181,1,1,275
1182,1,1,275
1183,1,1,273
1184,1,1,270
1185,0,1,274
1186,1,1,275
1187,1,1,272
1188,1,1,271
1189,1,1,272
1190,1,1,273
1191,1,1,274
1192,1,1,275
1193,1,1,275
1194,1,1,272
1195,1,1,270
1196,1,1,273
1197,1,2,274
1198,1,1,275
1199,1,1,275
1200,1,1,273
1201,1,1,271
1202,1,0,271
1203,1,1,273
1204,1,1,274
1205,0,1,271
1206,1,1,273
1207,1,1,274
1208,1,1,275
1209,1,1,275
1210,1,1,274
1211,1,1,272
1212,1,1,273
1213,1,1,275
1214,1,0,275
1215,1,1,272
1216,1,1,271
1217,1,1,272
1218,1,1,274
1219,1,1,275
1220,1,1,275
1221,1,2,273
1222,0,1,271
1223,1,1,272
1224,1,1,274
1225,1,1,275
1226,1,0,275
1227,1,1,274
1228,1,2,271
1229,1,1,271
1230,1,1,273
1231,1,1,274
1232,1,1,275
1233,1,1,275
1234,1,1,274
1235,1,1,272
1236,1,1,271
1237,1,1,272
1238,1,1,273
1239,0,1,275
