step,A0read,A1read,A2read
0,247,246,272
50,250,249,274
100,251,250,275
150,251,251,274
200,250,249,272
250,248,246,270
300,247,246,272
350,249,248,273
400,250,249,274
450,251,251,275
500,251,251,274
550,250,249,273
600,248,246,271
650,246,245,271
700,247,246,273
750,248,246,274
800,244,240,275
850,241,224,275
900,203,175,272
950,172,33,271
1000,31,7,272
1001,7,7,274
1002,7,7,275
1003,6,7,275
1004,6,7,274
1005,6,6,272
1006,6,6,270
1007,6,6,272
1008,6,5,274
1009,6,5,275
1010,6,6,274
1011,5,5,271
1012,5,6,271
1013,5,6,272
1014,5,6,274
1015,6,5,275
1016,5,5,275
1017,5,5,274
1018,5,5,270
1019,5,5,274
1020,5,5,275
1021,5,5,274
1022,4,5,273
1023,5,5,271
1024,4,4,271
1025,4,4,272
1026,4,4,274
1027,4,5,275
1028,5,5,275
1029,4,4,274
1030,4,4,272
1031,4,4,271
1032,4,4,272
1033,4,4,273
1034,4,4,274
1035,4,4,275
1036,4,4,274
1037,3,4,273
1038,4,3,272
1039,3,3,270
1040,4,4,272
1041,4,4,273
1042,3,3,274
1043,4,4,275
1044,3,4,270
1045,4,4,272
1046,3,4,273
1047,4,4,274
1048,4,4,275
1049,3,3,274
1050,3,4,272
1051,3,3,271
1052,3,3,271
1053,3,4,273
1054,3,3,275
1055,3,3,275
1056,3,4,273
1057,3,3,271
1058,3,3,272
1059,3,3,273
1060,3,4,274
1061,3,3,275
1062,3,2,275
1063,3,2,273
1064,3,3,271
1065,3,3,271
1066,3,2,273
1067,3,2,274
1068,3,3,275
1069,3,3,275
1070,3,3,273
1071,3,3,272
1072,2,2,270
1073,3,3,272
1074,2,3,274
1075,3,3,275
1076,2,3,274
1077,3,3,272
1078,2,3,271
1079,2,2,272
1080,3,3,274
1081,2,2,275
1082,3,3,275
1083,2,3,274
1084,2,2,272
1085,2,2,270
1086,2,2,272
1087,2,2,273
1088,2,3,274
1089,2,2,275
1090,2,2,274
1091,2,3,273
1092,2,2,271
1093,2,2,273
1094,2,2,274
1095,2,1,274
1096,2,2,271
1097,2,2,273
1098,2,1,273
1099,2,2,275
1100,2,3,275
1101,2,2,273
1102,2,2,272
1103,2,2,270
1104,2,2,273
1105,2,2,273
1106,2,2,275
1107,2,2,275
1108,2,2,274
1109,2,2,272
1110,2,1,270
1111,1,2,272
1112,1,2,273
1113,1,2,275
1114,2,2,275
1115,1,2,274
1116,2,1,272
1117,2,2,272
1118,2,2,273
1119,1,2,274
1120,2,2,275
1121,2,2,275
1122,2,2,273
1123,2,1,271
1124,1,1,271
1125,1,2,272
1126,1,2,274
1127,1,1,275
1128,1,2,275
1129,1,1,274
1130,1,2,272
1131,1,2,270
1132,1,2,272
1133,1,1,273
1134,1,1,274
1135,2,1,275
1136,2,2,275
1137,2,1,272
1138,1,2,270
1139,1,1,274
1140,1,2,275
1141,1,1,275
1142,1,2,274
1143,1,2,272
1144,2,1,270
1145,2,2,272
1146,1,2,273
1147,2,1,275
1148,1,1,275
1149,1,1,275
1150,1,1,272
1151,1,1,271
1152,1,1,272
1153,1,2,273
1154,1,1,274
1155,1,1,275
1156,1,2,273
1157,1,1,271
1158,1,2,271
1159,1,1,273
1160,1,1,275
1161,1,1,274
1162,2,1,272
1163,1,1,271
1164,1,2,271
1165,1,1,273
1166,1,1,274
1167,1,1,275
1168,1,1,275
1169,1,1,273
1170,1,2,271
1171,1,1,272
1172,1,2,274
1173,1,2,275
1174,1,1,275
1175,1,1,275
1176,1,1,274
1177,1,1,271
1178,1,1,271
1179,1,1,273
1180,1,1,274
1181,2,1,275
1182,1,1,272
1183,1,1,271
1184,1,1,272
1185,1,1,273
1186,0,2,274
1187,1,1,275
1188,1,1,275
1189,1,1,274
1190,1,1,272
1191,1,1,272
1192,1,1,273
1193,1,1,274
1194,1,1,275
1195,1,1,274
1196,1,1,274
1197,2,1,271
1198,1,1,270
1199,1,1,272
1200,1,1,274
1201,1,1,275
1202,1,1,274
1203,1,1,271
1204,1,1,271
1205,1,1,273
1206,1,1,274
1207,1,1,275
1208,1,2,275
1209,1,1,274
1210,1,1,272
1211,1,1,270
1212,1,1,272
1213,1,1,273
1214,1,1,275
1215,1,1,274
1216,1,1,271
1217,1,1,271
1218,1,1,272
1219,1,1,274
1220,1,0,275
1221,1,1,275
1222,1,1,274
1223,0,1,272
1224,1,1,273
1225,1,1,273
1226,1,1,274
1227,1,1,275
1228,0,1,275
1229,1,1,273
1230,1,2,271
1231,1,0,271
1232,1,1,273
1233,1,1,275
1234,1,1,275
1235,1,1,275
1236,1,1,273
1237,1,1,272
1238,1,1,271
1239,1,1,272
1240,1,1,273
1241,1,1,274
1242,1,1,275
1243,1,1,274
1244,1,1,271
1245,1,1,271
1246,1,1,272
1247,1,2,275
1248,1,1,275
1249,1,1,274
1250,1,1,272
1251,0,1,270
1252,1,0,271
1253,1,0,273
1254,1,0,275
1255,0,1,275
1256,0,0,274
