step,A0read,A1read,A2read
0,284,284,298
50,283,282,295
100,282,281,294
150,284,284,296
200,282,281,294
250,280,280,294
300,282,282,296
350,283,283,297
400,284,284,297
450,285,284,297
500,284,284,297
550,283,282,295
600,281,280,294
650,281,281,296
700,282,282,297
750,282,281,298
800,281,277,298
850,261,260,295
900,225,225,296
950,226,113,296
1000,62,61,298
1001,10,10,298
1002,9,10,297
1003,10,10,296
1004,9,9,294
1005,9,9,295
1006,8,9,296
1007,9,9,297
1008,8,9,298
1009,8,9,298
1010,8,8,296
1011,8,8,295
1012,7,8,293
1013,5,8,297
1014,8,8,298
1015,7,7,296
1016,7,6,294
1017,7,7,296
1018,7,7,298
1019,7,7,298
1020,7,7,297
1021,6,7,296
1022,6,7,294
1023,6,5,294
1024,7,6,297
1025,6,6,298
1026,6,7,295
1027,6,6,294
1028,6,6,295
1029,6,6,296
1030,6,6,297
1031,6,6,297
1032,5,6,298
1033,5,4,295
1034,5,6,298
1035,5,6,298
1036,5,5,297
1037,5,5,294
1038,5,5,295
1039,5,5,297
1040,5,6,297
1041,5,6,298
1042,4,5,297
1043,4,5,295
1044,5,5,294
1045,5,4,295
1046,5,5,297
1047,5,5,297
1048,5,5,298
1049,5,4,297
1050,4,4,296
1051,4,4,296
1052,4,4,296
1053,4,4,298
1054,4,4,298
1055,4,4,297
1056,4,4,295
1057,3,4,294
1058,4,4,295
1059,4,4,296
1060,4,4,297
1061,4,3,298
1062,4,4,298
1063,4,3,296
1064,4,4,294
1065,3,4,294
1066,3,4,296
1067,3,4,297
1068,3,4,298
1069,3,4,298
1070,3,4,297
1071,3,3,295
1072,3,4,294
1073,3,4,295
1074,3,3,296
1075,3,3,298
1076,3,3,298
1077,3,4,297
1078,3,3,296
1079,3,3,294
1080,3,3,295
1081,3,3,296
1082,3,3,297
1083,3,3,298
1084,3,4,298
1085,3,3,297
1086,3,3,295
1087,3,3,297
1088,3,3,298
1089,3,3,297
1090,2,3,297
1091,3,3,295
1092,2,3,294
1093,2,3,294
1094,3,3,297
1095,2,3,295
1096,2,2,294
1097,2,3,295
1098,2,2,297
1099,2,3,298
1100,2,3,298
1101,2,3,294
1102,2,3,298
1103,2,3,298
1104,2,2,297
1105,2,2,296
1106,3,2,294
1107,3,3,294
1108,2,2,296
1109,2,2,297
1110,2,3,296
1111,2,2,295
1112,2,3,294
1113,2,2,296
1114,2,2,297
1115,2,3,298
1116,2,3,298
1117,2,3,297
1118,2,3,295
1119,2,2,294
1120,2,3,295
1121,2,2,296
1122,2,2,297
1123,2,2,298
1124,2,2,297
1125,2,2,295
1126,2,2,294
1127,2,2,296
1128,2,2,297
1129,2,3,298
1130,2,2,295
1131,2,2,294
1132,2,2,295
1133,3,2,298
1134,2,2,298
1135,2,2,297
1136,2,2,294
1137,2,2,296
1138,2,2,297
1139,2,2,297
1140,1,2,295
1141,2,2,294
1142,2,1,296
1143,1,1,297
1144,1,1,298
1145,2,2,295
1146,1,2,296
1147,0,2,297
1148,1,2,296
1149,1,1,294
1150,1,2,296
1151,2,2,297
1152,1,1,295
1153,1,2,296
1154,1,2,297
1155,1,2,298
1156,1,2,297
1157,1,2,295
1158,1,2,297
1159,1,2,298
1160,1,2,296
1161,1,2,297
1162,2,1,298
1163,2,2,297
1164,1,2,295
1165,1,2,294
1166,1,2,296
1167,1,2,298
1168,1,2,298
1169,2,2,297
1170,1,1,295
1171,1,1,297
1172,1,2,298
1173,1,1,297
1174,1,1,295
1175,1,2,294
1176,1,1,295
1177,1,1,298
1178,1,2,296
1179,1,1,295
1180,1,1,296
1181,2,2,298
1182,2,2,298
1183,1,2,296
1184,1,1,294
1185,1,1,294
1186,1,2,296
1187,1,1,297
1188,1,1,298
1189,1,1,297
1190,1,2,296
1191,2,1,294
1192,1,1,295
1193,1,1,296
1194,1,1,297
1195,1,2,298
1196,1,2,298
1197,1,1,296
1198,1,1,294
1199,1,2,294
1200,1,1,296
1201,1,1,297
1202,1,1,298
1203,1,1,298
1204,1,1,297
1205,1,1,295
1206,1,1,294
1207,1,1,295
1208,1,1,296
1209,1,1,297
1210,1,2,298
1211,1,1,297
1212,1,1,296
1213,1,1,294
1214,1,1,295
1215,1,1,296
1216,1,1,297
1217,1,1,298
1218,1,1,296
1219,1,1,294
1220,1,1,294
1221,1,1,296
1222,1,1,297
1223,1,2,298
1224,1,1,298
1225,1,1,296
1226,1,1,294
1227,1,1,295
1228,1,1,296
1229,1,1,297
1230,1,1,296
1231,1,1,294
1232,2,1,295
1233,1,1,296
1234,1,1,297
1235,1,1,298
1236,1,2,298
1237,1,1,297
1238,1,1,295
1239,1,0,294
1240,1,1,295
1241,1,1,296
1242,1,1,298
1243,1,1,298
1244,1,1,297
1245,1,1,296
1246,1,1,294
1247,1,1,295
1248,1,1,296
1249,1,2,297
1250,1,1,297
1251,1,1,298
1252,1,1,296
1253,0,1,295
1254,1,1,295
1255,1,1,296
1256,1,1,297
1257,1,1,298
1258,1,1,298
1259,1,1,296
1260,1,1,294
1261,1,1,294
1262,1,1,295
1263,1,1,296
1264,1,1,298
1265,1,1,298
1266,0,1,295
1267,1,1,294
1268,1,1,295
1269,0,1,296
1270,1,1,297
1271,1,1,298
1272,1,1,298
1273,1,1,297
1274,1,1,296
1275,1,1,294
1276,0,1,295
1277,1,1,297
1278,0,1,298
1279,0,1,297
1280,1,1,295
1281,1,1,294
1282,1,1,295
1283,0,1,296
1284,1,1,297
1285,0,1,297
1286,0,1,297
1287,0,1,294
1288,1,1,295
1289,1,1,296
1290,1,1,297
1291,1,2,298
1292,1,1,298
1293,1,1,297
1294,0,1,295
1295,1,1,294
1296,1,1,295
1297,0,1,297
1298,0,1,298
1299,1,1,298
1300,1,1,297
1301,0,1,295
1302,1,1,294
1303,1,1,295
1304,0,1,296
1305,1,1,297
1306,1,1,298
1307,0,1,298
1308,0,1,296
1309,0,1,294
1310,1,1,295
1311,0,1,295
1312,0,1,297
1313,1,1,297
1314,1,1,298
1315,0,1,297
1316,1,1,295
1317,1,1,294
1318,0,1,296
1319,0,1,297
1320,0,1,298
1321,1,1,298
1322,0,1,297
1323,1,1,295
1324,1,1,294
1325,1,1,295
1326,0,1,297
1327,0,1,298
1328,1,1,298
1329,0,1,297
1330,0,1,295
1331,0,1,294
1332,1,1,295
1333,1,1,296
1334,0,2,298
1335,1,1,298
1336,1,1,298
1337,0,1,294
1338,1,1,294
1339,0,1,296
1340,0,1,297
1341,1,1,298
1342,1,1,298
1343,0,1,296
1344,0,1,295
1345,1,2,295
1346,0,1,296
1347,0,-1,298
1348,1,1,298
1349,0,1,296
1350,1,0,294
1351,0,1,295
1352,0,1,296
1353,0,1,297
1354,0,1,298
1355,0,1,298
1356,1,1,297
1357,0,0,295
1358,0,1,294
1359,1,1,295
1360,0,1,296
1361,0,1,298
1362,1,1,298
1363,0,1,297
1364,0,1,296
1365,1,1,294
1366,0,1,295
1367,0,1,296
1368,0,1,297
1369,0,0,298
1370,0,1,298
1371,1,1,297
1372,0,1,295
1373,0,1,294
1374,0,1,295
1375,0,1,296
1376,1,1,298
1377,1,1,298
1378,0,1,297
1379,1,1,296
1380,1,1,294
1381,1,0,294
1382,1,1,296
1383,0,1,297
1384,0,1,299
1385,0,0,296
1386,0,0,295
1387,0,1,294
1388,1,0,296
1389,1,1,297
1390,0,1,298
1391,0,1,297
1392,1,1,296
1393,0,1,294
1394,0,0,295
1395,0,2,296
1396,0,1,298
1397,0,1,297
1398,0,1,295
1399,0,1,294
1400,1,1,295
1401,1,0,296
1402,0,1,297
1403,1,1,298
1404,0,0,298
1405,0,1,296
1406,0,1,294
1407,0,1,295
1408,0,1,296
1409,0,1,298
1410,0,0,298
1411,0,1,298
1412,1,0,296
1413,0,1,295
1414,0,0,294
1415,1,1,295
1416,0,1,296
1417,1,1,297
1418,1,1,298
1419,0,1,297
1420,0,1,296
1421,1,1,294
1422,0,1,295
1423,0,1,296
1424,0,1,297
1425,0,1,298
1426,0,0,298
1427,1,1,297
1428,1,1,295
1429,0,1,293
1430,0,1,295
1431,0,1,296
1432,0,1,298
1433,0,1,298
1434,0,0,297
1435,0,1,295
1436,0,1,294
1437,0,1,295
1438,0,1,296
1439,0,0,297
1440,0,1,297
1441,0,0,298
1442,0,1,296
1443,0,1,295
1444,0,0,294
1445,0,1,296
1446,0,1,296
1447,1,1,297
1448,0,1,297
1449,0,0,297
1450,0,1,296
1451,1,1,294
1452,0,0,294
1453,0,0,296
1454,0,1,298
1455,1,0,298
1456,0,1,294
1457,0,1,295
1458,1,1,296
1459,1,1,298
1460,0,1,298
1461,0,0,296
1462,1,0,294
1463,0,0,295
1464,1,1,297
1465,0,1,298
1466,0,0,297
1467,0,1,294
1468,0,1,296
1469,0,1,294
1470,0,0,295
1471,0,0,296
1472,0,0,297
1473,0,1,298
1474,1,1,295
1475,0,1,296
1476,0,1,298
1477,0,1,298
1478,1,1,297
1479,1,0,295
1480,1,0,294
1481,0,1,295
1482,0,1,296
1483,0,0,298
1484,0,1,297
1485,1,1,296
1486,1,1,294
1487,0,1,296
1488,0,0,297
1489,0,1,298
1490,0,1,298
1491,1,1,297
1492,0,1,296
1493,1,1,297
1494,0,0,298
1495,0,0,298
1496,1,1,297
1497,0,0,295
1498,0,1,294
1499,0,1,295
1500,1,1,296
1501,0,1,297
1502,0,1,297
1503,0,0,298
1504,0,1,296
1505,0,0,295
1506,0,1,294
1507,0,1,295
1508,0,1,297
1509,1,0,298
1510,1,1,298
1511,0,0,297
1512,0,1,296
1513,0,1,294
1514,1,0,295
1515,0,1,298
1516,1,1,298
1517,0,0,298
1518,0,1,296
1519,0,1,294
1520,0,1,294
1521,0,0,296
1522,0,1,297
1523,0,0,298
1524,0,1,298
1525,0,0,297
1526,0,1,294
1527,0,0,294
1528,0,1,296
1529,0,1,296
1530,0,0,297
1531,0,1,298
1532,0,1,298
1533,0,0,295
1534,0,1,295
1535,0,1,295
1536,0,0,296
1537,0,1,297
1538,0,0,298
1539,0,0,298
1540,0,1,296
1541,0,1,295
1542,0,0,294
1543,0,1,295
1544,0,1,297
1545,0,1,295
1546,0,0,296
1547,0,0,297
1548,0,0,298
1549,0,0,298
1550,0,0,297
1551,0,1,295
1552,0,1,294
1553,0,1,295
1554,0,0,296
1555,1,1,298
1556,0,0,297
1557,0,1,297
1558,0,1,296
1559,0,1,294
1560,0,0,294
1561,0,1,296
1562,1,1,297
1563,0,0,298
1564,0,1,298
1565,0,0,298
1566,0,1,295
1567,0,1,293
1568,0,0,295
1569,0,0,296
1570,0,1,297
1571,0,1,298
1572,0,1,298
1573,0,1,296
1574,0,1,294
1575,0,1,296
1576,0,0,297
1577,0,0,298
1578,0,1,297
1579,0,0,296
1580,0,0,295
1581,0,1,294
1582,0,1,296
1583,1,1,297
1584,0,0,297
1585,0,1,298
1586,0,1,298
1587,1,0,296
1588,0,0,294
1589,0,1,295
1590,0,0,296
1591,0,1,297
1592,0,1,298
1593,0,0,298
1594,0,1,296
1595,0,0,295
1596,0,0,294
1597,0,0,295
1598,1,0,296
1599,0,1,298
1600,1,0,298
1601,0,1,297
1602,0,0,296
1603,0,1,294
1604,0,1,295
1605,0,0,296
1606,0,1,296
1607,0,0,294
1608,0,1,297
1609,0,1,298
1610,0,1,296
1611,0,0,294
1612,0,0,295
1613,0,0,297
1614,0,1,298
1615,0,0,298
1616,0,0,296
1617,1,1,296
1618,1,0,298
1619,0,1,298
1620,2,0,295
1621,0,1,294
1622,-1,0,296
1623,0,1,297
1624,0,0,298
1625,0,1,298
1626,0,0,296
1627,0,1,294
1628,0,1,294
1629,0,0,295
1630,0,1,296
1631,0,1,297
1632,0,1,298
1633,0,1,298
1634,0,0,294
1635,0,0,295
1636,0,1,297
1637,1,0,298
1638,0,0,298
1639,0,0,297
1640,0,1,296
1641,0,1,294
1642,0,1,295
1643,0,0,296
1644,0,1,297
1645,0,1,298
1646,0,0,298
1647,0,1,296
1648,0,0,295
1649,0,1,294
1650,0,1,296
1651,0,0,297
1652,0,0,298
1653,1,1,297
1654,1,0,295
1655,0,0,294
1656,1,1,295
1657,0,0,296
1658,0,1,298
1659,1,0,298
1660,0,0,297
1661,0,1,295
1662,0,0,295
1663,0,1,296
1664,0,0,297
1665,0,1,298
1666,0,0,298
1667,0,1,297
1668,0,0,295
1669,0,1,294
1670,0,1,295
1671,1,0,297
1672,0,1,298
1673,0,1,297
1674,0,0,294
1675,0,0,293
1676,0,0,295
1677,0,0,297
1678,0,1,297
1679,0,0,298
1680,0,0,297
1681,0,1,295
1682,0,0,294
1683,0,0,298
1684,0,1,297
1685,1,1,295
1686,2,0,294
1687,0,0,296
1688,0,1,298
1689,0,1,298
1690,0,0,298
1691,0,1,296
1692,0,0,294
1693,1,1,294
1694,0,1,297
1695,0,1,297
1696,0,0,298
1697,0,1,297
1698,0,0,295
1699,0,1,294
1700,0,0,295
1701,0,0,296
1702,0,0,297
1703,0,0,298
1704,0,1,298
1705,0,1,296
1706,0,1,295
1707,0,0,294
1708,0,1,296
1709,0,1,297
1710,0,1,298
1711,0,1,298
1712,0,1,297
1713,0,1,295
1714,0,0,294
1715,0,0,295
1716,0,0,296
1717,0,0,297
1718,0,0,298
1719,0,0,297
1720,0,1,295
1721,1,1,294
1722,0,1,295
1723,0,1,295
1724,0,1,297
1725,0,1,297
1726,0,0,298
1727,0,0,297
1728,0,1,295
1729,0,1,294
1730,0,0,295
1731,0,0,296
1732,0,0,297
1733,0,1,298
1734,0,0,297
1735,0,1,295
1736,0,1,294
1737,0,1,295
1738,0,1,296
1739,1,1,298
1740,0,0,294
1741,0,1,295
1742,0,1,296
1743,1,1,297
1744,0,0,297
1745,0,0,298
1746,0,1,297
1747,1,1,296
1748,0,0,295
1749,0,1,296
1750,0,0,297
1751,0,0,298
1752,0,0,298
1753,0,0,296
1754,0,0,294
1755,1,1,296
1756,0,0,297
1757,0,0,298
1758,0,0,298
1759,1,1,297
1760,1,1,295
1761,0,0,294
1762,0,1,295
1763,0,1,296
1764,0,1,297
1765,1,1,298
1766,1,0,297
1767,0,0,296
1768,0,1,294
1769,0,1,294
1770,0,0,295
1771,1,1,296
1772,0,0,298
1773,0,0,298
1774,0,0,296
1775,0,1,295
1776,0,1,294
1777,0,1,295
1778,0,0,297
1779,0,1,297
1780,1,1,298
1781,0,1,296
1782,0,1,295
1783,0,0,294
1784,1,0,296
1785,1,1,297
1786,0,0,298
1787,0,0,297
1788,0,1,296
1789,0,1,295
1790,0,1,294
1791,0,1,296
1792,0,1,296
1793,0,0,298
1794,0,1,297
1795,1,0,296
1796,0,0,295
1797,0,0,294
1798,0,0,296
1799,0,1,297
1800,0,0,298
1801,1,0,298
1802,0,0,297
1803,0,1,296
1804,0,1,295
1805,1,0,296
1806,0,1,298
1807,0,1,298
1808,0,1,297
1809,0,0,296
1810,0,1,294
1811,0,1,295
1812,0,0,296
1813,1,1,297
1814,0,0,298
1815,0,1,296
1816,0,0,294
1817,0,1,295
1818,0,0,296
1819,0,1,297
1820,1,1,298
1821,0,0,298
1822,0,0,297
1823,0,0,296
1824,0,0,294
1825,0,0,295
1826,0,1,296
1827,0,0,297
1828,0,0,298
1829,0,1,298
1830,0,0,296
1831,0,0,294
1832,0,1,294
1833,0,1,295
1834,0,1,297
1835,0,1,298
1836,0,0,298
1837,0,1,296
1838,0,1,295
1839,0,0,294
1840,0,0,295
1841,0,0,296
1842,0,0,297
1843,0,0,298
1844,1,1,297
1845,0,0,296
1846,0,1,295
1847,0,0,294
1848,0,1,298
1849,1,0,297
1850,0,0,295
1851,0,0,294
1852,0,0,296
1853,1,0,297
1854,0,1,298
1855,0,0,298
1856,0,1,297
1857,0,1,295
1858,0,1,294
1859,1,1,295
1860,0,0,296
1861,0,1,297
1862,1,1,298
1863,0,1,297
1864,0,0,296
1865,1,1,295
1866,0,0,294
1867,0,0,296
1868,0,0,297
1869,0,0,298
1870,0,1,297
1871,0,0,297
1872,0,1,293
1873,0,1,298
1874,1,1,298
1875,0,1,297
1876,0,1,295
1877,0,0,295
1878,0,1,297
1879,0,0,298
1880,0,1,297
1881,0,0,295
1882,1,0,294
1883,0,1,295
1884,0,1,297
1885,0,1,297
1886,0,1,297
1887,0,1,296
1888,0,0,295
1889,0,0,295
1890,1,1,296
1891,0,1,297
1892,0,0,298
1893,0,0,298
1894,0,1,296
1895,0,1,294
1896,0,1,294
1897,0,0,296
1898,0,0,297
1899,0,1,298
1900,0,0,298
1901,0,0,297
1902,0,1,294
1903,0,0,294
1904,0,1,295
1905,0,1,296
1906,0,0,298
1907,0,0,298
1908,0,1,298
1909,0,1,296
1910,0,1,295
1911,0,1,296
1912,0,0,297
1913,0,0,298
1914,0,1,298
1915,0,1,296
1916,0,0,295
1917,0,0,294
1918,0,1,296
1919,0,0,297
1920,0,-1,298
1921,0,0,297
1922,0,1,296
1923,0,1,294
1924,0,1,294
1925,0,1,296
1926,0,0,297
1927,0,1,298
1928,0,1,298
1929,0,0,297
1930,0,0,295
1931,0,0,294
1932,0,0,297
1933,0,1,298
1934,0,0,298
1935,0,0,296
1936,0,0,294
1937,0,0,294
1938,0,1,296
1939,0,1,297
1940,0,1,298
1941,0,0,298
1942,0,0,296
1943,0,1,294
1944,0,1,295
1945,0,0,295
1946,0,1,297
1947,0,0,298
1948,0,0,297
1949,0,1,297
1950,0,1,295
1951,0,0,294
1952,0,1,296
1953,0,1,296
1954,0,0,297
1955,0,1,297
1956,0,1,297
1957,0,0,295
1958,0,1,294
1959,0,1,295
1960,0,0,296
1961,0,0,296
1962,0,0,298
1963,0,0,298
1964,0,0,295
1965,0,1,294
1966,0,0,296
1967,0,0,297
1968,0,1,298
1969,0,1,298
1970,0,0,297
1971,0,1,296
1972,0,0,296
1973,0,1,297
1974,0,0,298
1975,0,1,296
1976,0,1,294
1977,0,0,294
1978,0,1,295
1979,1,1,297
1980,0,0,298
1981,0,0,294
1982,0,0,296
1983,0,0,298
1984,0,1,298
1985,0,0,297
1986,0,0,296
1987,0,0,295
1988,0,0,294
1989,1,0,296
1990,0,0,298
1991,0,0,298
1992,0,0,296
1993,0,0,298
1994,0,0,298
1995,0,1,296
1996,0,1,294
1997,0,1,295
1998,0,0,296
1999,0,1,298
2000,0,1,297
2001,0,1,297
2002,0,0,296
2003,0,0,294
2004,0,0,295
2005,0,1,296
2006,0,0,297
2007,0,1,298
2008,0,0,298
2009,0,1,296
2010,0,1,294
2011,0,0,295
2012,1,0,296
2013,0,0,297
2014,0,0,298
2015,0,1,298
2016,0,1,297
2017,0,0,295
2018,0,0,294
2019,0,1,295
2020,0,0,297
2021,0,0,298
2022,0,0,298
2023,0,0,297
2024,1,-1,294
2025,-2,0,295
2026,1,1,297
2027,-1,0,297
2028,-2,0,297
2029,0,1,298
2030,-1,0,297
2031,0,0,295
2032,0,0,293
2033,0,1,295
2034,0,0,297
2035,0,0,298
2036,0,1,298
2037,0,0,296
2038,0,0,295
2039,0,0,294
2040,0,0,295
2041,1,0,297
2042,0,1,298
2043,0,0,298
2044,0,0,297
2045,0,0,295
2046,0,0,294
2047,0,0,295
2048,0,0,296
2049,0,0,297
2050,0,0,298
2051,0,0,296
2052,0,0,294
2053,0,0,294
2054,0,1,296
2055,0,1,298
2056,0,1,296
2057,0,0,294
2058,0,0,294
2059,0,0,295
2060,0,0,298
2061,0,1,298
2062,0,0,296
2063,0,1,294
2064,1,1,293
2065,0,1,295
2066,0,1,296
2067,0,1,297
2068,0,0,298
2069,0,0,298
2070,0,1,296
2071,0,1,294
2072,0,1,294
2073,0,0,296
2074,0,0,297
2075,0,0,298
2076,0,1,298
2077,0,1,297
2078,0,1,294
2079,0,1,294
2080,0,0,295
2081,0,1,296
2082,1,1,297
2083,0,1,298
2084,0,0,297
2085,0,1,295
2086,0,0,294
2087,0,0,295
2088,0,0,296
2089,0,0,297
2090,1,0,298
2091,0,0,298
2092,0,1,296
2093,0,1,294
2094,0,1,294
2095,0,0,295
2096,1,0,297
2097,0,-1,298
2098,0,0,297
2099,0,0,294
2100,0,0,294
2101,0,-1,296
2102,1,0,297
2103,0,0,298
2104,0,1,297
2105,0,1,295
2106,0,0,294
2107,0,0,295
2108,0,1,296
2109,0,0,297
2110,0,1,298
2111,1,0,296
2112,0,0,295
2113,0,0,296
2114,0,0,297
2115,0,1,298
2116,0,1,297
2117,0,1,296
2118,0,1,294
2119,0,1,294
2120,0,1,295
2121,0,1,297
2122,0,1,298
2123,0,1,298
2124,0,1,297
2125,0,0,296
2126,0,1,294
2127,0,0,295
2128,0,1,296
2129,0,0,298
2130,0,0,298
2131,0,1,298
2132,0,1,296
2133,0,0,294
2134,0,0,294
2135,0,1,296
2136,0,0,297
2137,0,1,298
2138,0,1,297
2139,0,1,296
2140,0,1,295
2141,0,0,294
2142,0,0,295
2143,0,0,297
2144,0,0,297
2145,0,0,298
2146,0,1,297
2147,0,0,295
2148,0,0,294
2149,0,1,295
2150,0,0,296
2151,0,0,297
2152,0,1,298
2153,0,1,297
2154,0,1,296
2155,0,0,295
2156,0,1,293
2157,0,0,295
2158,0,1,296
2159,0,0,298
2160,0,0,298
2161,1,1,298
2162,0,0,296
2163,0,0,294
2164,0,0,295
2165,0,1,296
2166,0,0,297
2167,1,1,298
2168,0,0,297
2169,0,1,295
2170,1,1,294
2171,0,0,296
2172,0,0,297
2173,0,0,298
2174,0,1,298
2175,0,1,295
2176,0,0,294
2177,0,0,295
2178,0,0,296
2179,0,0,297
2180,1,1,298
2181,0,1,298
2182,1,1,297
2183,0,0,295
2184,0,0,294
2185,0,1,295
2186,0,1,297
2187,0,0,298
2188,0,0,298
2189,0,0,297
2190,1,1,296
2191,0,1,294
2192,0,1,294
2193,0,1,296
2194,0,0,297
2195,0,1,297
2196,1,0,298
2197,1,0,296
2198,0,0,294
2199,0,0,294
2200,0,0,296
2201,0,0,297
2202,0,0,298
2203,0,0,298
2204,0,0,298
2205,0,0,296
2206,0,0,295
2207,0,1,295
2208,0,1,296
2209,0,1,298
2210,0,1,298
2211,0,1,298
2212,0,0,296
2213,1,0,295
2214,0,1,294
2215,0,0,295
2216,0,0,296
2217,0,0,296
2218,0,1,295
2219,0,1,294
2220,0,0,295
2221,0,1,296
2222,0,1,298
2223,0,0,298
2224,0,1,297
2225,0,1,295
2226,1,0,294
2227,0,1,295
2228,0,0,297
2229,0,0,298
2230,0,1,294
2231,1,1,295
2232,0,1,296
2233,0,0,297
2234,0,1,298
2235,0,1,298
2236,0,0,296
2237,0,0,294
2238,1,1,294
2239,0,1,296
2240,0,0,297
2241,0,0,298
2242,0,0,298
2243,0,0,297
2244,1,0,295
2245,0,0,294
2246,0,1,295
2247,0,0,297
2248,0,1,298
2249,0,1,298
2250,0,1,297
2251,0,1,295
2252,0,0,294
2253,0,0,296
2254,0,1,297
2255,0,0,298
2256,0,1,298
2257,0,0,297
2258,0,0,295
2259,0,1,294
2260,0,0,296
2261,0,1,297
2262,0,1,298
2263,0,0,295
2264,1,1,294
2265,0,1,295
2266,0,0,297
2267,0,0,297
2268,0,1,298
2269,0,0,297
2270,0,1,296
2271,0,1,294
