step,A0read,A1read,A2read
0,1,269,296
50,271,271,298
100,272,273,300
150,273,272,299
200,271,270,296
250,270,271,297
300,271,272,299
350,273,273,300
400,274,274,300
450,273,273,298
500,271,270,297
550,269,269,297
600,270,272,300
650,273,270,296
700,270,269,298
750,271,268,299
800,268,265,300
850,264,250,301
900,250,230,300
950,209,77,298
1000,76,8,297
1001,8,8,298
1002,8,8,299
1003,8,8,300
1004,8,9,300
1005,7,8,298
1006,7,7,297
1007,8,7,300
1008,8,8,300
1009,7,7,296
1010,7,8,300
1011,7,7,299
1012,7,7,299
1013,7,7,297
1014,6,7,298
1015,6,7,300
1016,6,7,296
1017,6,6,298
1018,6,6,299
1019,6,6,300
1020,6,6,298
1021,6,6,299
1022,5,6,300
1023,7,6,300
1024,5,6,299
1025,5,6,296
1026,5,6,298
1027,5,6,298
1028,5,5,300
1029,5,5,299
1030,5,5,298
1031,5,6,296
1032,5,5,298
1033,5,5,298
1034,5,5,300
1035,5,5,300
1036,5,5,299
1037,5,4,297
1038,4,5,299
1039,4,4,300
1040,4,4,300
1041,4,4,298
1042,5,4,297
1043,4,5,296
1044,4,4,298
1045,4,4,299
1046,4,4,300
1047,4,4,300
1048,4,4,297
1049,4,4,297
1050,3,4,298
1051,4,4,300
1052,4,4,300
1053,4,5,300
1054,3,3,296
1055,3,5,297
1056,3,4,299
1057,4,4,298
1058,4,4,297
1059,3,4,296
1060,3,4,298
1061,3,4,299
1062,3,3,300
1063,3,3,300
1064,4,4,298
1065,3,4,296
1066,4,4,298
1067,3,3,298
1068,3,3,299
1069,3,3,299
1070,3,3,298
1071,3,3,296
1072,3,3,297
1073,3,3,298
1074,3,3,299
1075,3,3,300
1076,3,3,299
1077,2,3,298
1078,3,2,296
1079,3,3,298
1080,3,3,299
1081,3,3,300
1082,3,3,299
1083,2,3,298
1084,3,3,296
1085,3,2,296
1086,2,3,297
1087,3,3,299
1088,3,3,300
1089,3,2,300
1090,3,3,297
1091,3,3,297
1092,2,3,298
1093,2,2,299
1094,2,2,300
1095,2,3,300
1096,2,2,296
1097,2,2,299
1098,2,3,299
1099,2,2,297
1100,2,3,296
1101,2,3,298
1102,2,2,298
1103,2,2,299
1104,2,2,299
1105,2,3,297
1106,2,3,299
1107,2,2,300
1108,3,2,299
1109,2,3,298
1110,2,3,297
1111,2,2,297
1112,2,2,299
1113,2,2,299
1114,2,2,299
1115,2,3,296
1116,2,2,298
1117,1,2,299
1118,2,3,300
1119,2,2,299
1120,2,2,298
1121,2,2,296
1122,2,2,297
1123,2,2,299
1124,2,2,300
1125,2,3,298
1126,1,2,296
1127,1,2,297
1128,2,1,297
1129,1,2,299
1130,2,2,300
1131,2,2,299
1132,2,2,297
1133,2,2,296
1134,2,2,298
1135,2,1,299
1136,2,2,300
1137,2,1,300
1138,2,2,299
1139,1,2,298
1140,2,2,299
1141,1,1,299
1142,1,2,296
1143,1,1,296
1144,1,2,297
1145,1,2,298
1146,2,2,299
1147,1,2,300
1148,2,2,298
1149,2,2,298
1150,2,2,299
1151,2,2,300
1152,1,1,299
1153,1,1,298
1154,1,1,297
1155,1,2,299
1156,1,2,299
1157,1,2,297
1158,1,2,296
1159,2,2,297
1160,1,1,298
1161,1,2,299
1162,2,2,299
1163,2,1,300
1164,1,2,298
1165,1,2,296
1166,1,2,297
1167,1,1,299
1168,2,1,300
1169,2,1,300
1170,2,1,298
1171,1,1,297
1172,1,1,296
1173,1,1,297
1174,1,2,300
1175,1,2,298
1176,2,2,296
1177,1,1,298
1178,1,2,299
1179,1,2,299
1180,1,2,300
1181,1,1,299
1182,1,1,297
1183,1,1,296
1184,1,1,297
1185,1,1,299
1186,1,1,299
1187,1,1,298
1188,1,2,296
1189,1,2,297
1190,1,2,298
1191,1,1,298
1192,1,1,300
1193,1,1,299
1194,1,2,298
1195,1,1,296
1196,0,2,298
1197,1,1,300
1198,2,2,300
1199,1,1,297
1200,1,1,296
1201,1,2,296
1202,1,1,298
1203,1,1,299
1204,1,1,298
1205,1,1,295
1206,1,2,298
1207,1,2,298
1208,1,2,299
1209,1,2,300
1210,1,1,296
1211,1,1,298
1212,1,2,300
1213,1,1,300
1214,1,1,296
1215,1,1,296
1216,1,2,297
1217,1,1,299
1218,1,1,300
1219,1,2,300
1220,1,1,296
1221,1,1,296
1222,1,1,297
1223,1,2,298
1224,1,2,299
1225,1,1,300
1226,1,1,298
1227,1,1,298
1228,1,1,295
1229,1,1,298
1230,1,2,299
1231,1,1,299
1232,1,1,297
1233,1,1,295
1234,1,1,298
1235,1,1,298
1236,0,1,300
1237,1,1,300
1238,1,1,297
1239,1,1,296
1240,1,1,298
1241,1,2,300
1242,1,1,299
1243,1,2,297
1244,1,1,296
1245,1,1,296
1246,1,1,298
1247,1,1,300
1248,1,1,297
1249,1,1,296
1250,1,1,297
1251,1,0,298
1252,1,1,299
1253,1,2,299
1254,1,1,298
1255,1,1,296
1256,1,1,297
1257,1,1,299
1258,1,1,300
1259,1,1,299
1260,1,1,298
1261,1,1,296
1262,1,1,296
1263,1,2,298
1264,1,0,298
1265,1,1,299
1266,1,1,299
1267,1,0,298
1268,1,1,296
1269,1,1,297
1270,1,1,298
1271,1,1,299
1272,1,1,300
1273,1,1,297
1274,1,1,296
1275,1,0,298
1276,1,1,299
1277,1,1,300
1278,1,1,298
1279,1,1,297
1280,1,1,296
1281,1,1,297
1282,1,1,298
1283,1,1,299
1284,1,1,299
1285,1,1,298
1286,1,1,296
1287,1,1,296
1288,0,1,298
1289,0,1,299
1290,1,1,300
1291,1,1,299
1292,1,0,298
1293,1,2,295
1294,0,1,297
1295,1,1,298
1296,1,1,299
1297,1,0,299
1298,1,0,297
1299,1,1,296
1300,1,1,296
1301,1,1,298
1302,1,1,298
1303,1,1,300
1304,1,1,296
1305,1,1,297
1306,1,1,299
1307,1,1,299
1308,1,1,299
1309,1,1,297
1310,1,1,296
1311,1,1,297
1312,1,1,298
1313,1,0,299
1314,1,1,296
1315,0,1,297
1316,1,0,298
1317,1,1,297
1318,1,1,296
1319,0,1,298
1320,1,1,299
1321,1,1,298
1322,1,1,296
1323,1,1,296
1324,0,1,297
1325,1,0,300
1326,1,0,298
1327,0,1,296
1328,1,1,296
1329,0,1,299
1330,1,1,299
1331,1,1,299
1332,1,1,296
1333,0,1,297
1334,0,1,299
1335,1,0,299
1336,1,0,296
1337,1,1,296
1338,1,1,299
1339,1,1,299
1340,0,0,297
1341,1,1,295
1342,1,0,297
1343,1,1,298
1344,1,1,299
1345,1,1,298
1346,1,1,297
1347,1,0,295
1348,0,0,297
1349,1,1,298
1350,1,1,299
1351,1,0,299
1352,1,1,298
1353,1,1,295
1354,1,0,297
1355,1,1,298
1356,1,1,299
1357,1,1,299
1358,0,1,298
1359,0,0,297
1360,0,0,296
1361,1,1,297
1362,1,1,298
1363,0,1,299
1364,1,1,298
1365,1,1,297
1366,1,1,297
1367,0,1,298
1368,1,1,299
1369,1,1,299
1370,1,1,298
1371,1,1,296
1372,1,1,298
1373,0,0,298
1374,1,1,299
1375,1,1,299
1376,0,1,296
