step,A0read,A1read,A2read
0,133,267,286
50,268,265,285
100,265,264,284
150,264,262,282
200,264,264,283
250,265,265,284
300,266,265,285
350,267,266,286
400,267,267,285
450,266,264,283
500,263,262,281
550,264,263,283
600,265,265,285
650,266,266,285
700,267,265,285
750,265,262,285
800,259,255,284
850,255,238,282
900,238,217,282
950,177,66,284
1000,66,37,285
1001,8,8,285
1002,9,9,286
1003,8,8,285
1004,8,7,283
1005,8,7,282
1006,8,8,283
1007,7,7,284
1008,8,7,285
1009,8,8,286
1010,8,7,286
1011,7,6,284
1012,7,7,283
1013,6,6,281
1014,7,6,283
1015,7,7,284
1016,7,6,285
1017,6,6,286
1018,6,6,286
1019,7,6,284
1020,6,6,283
1021,6,5,281
1022,6,6,284
1023,6,5,285
1024,6,6,285
1025,6,6,286
1026,6,5,285
1027,6,5,284
1028,5,6,282
1029,5,5,282
1030,5,4,283
1031,5,6,285
1032,5,5,285
1033,5,5,286
1034,5,5,285
1035,5,5,284
1036,5,4,282
1037,5,5,284
1038,5,5,285
1039,5,5,286
1040,5,4,285
1041,5,5,284
1042,5,4,282
1043,4,4,282
1044,5,4,284
1045,5,4,285
1046,4,4,286
1047,4,5,284
1048,5,4,283
1049,5,3,282
1050,5,4,283
1051,4,4,284
1052,4,4,286
1053,5,5,286
1054,4,4,286
1055,4,3,284
1056,4,4,283
1057,4,4,282
1058,4,3,283
1059,4,4,285
1060,4,4,286
1061,3,3,286
1062,4,3,286
1063,4,4,284
1064,4,4,283
1065,4,3,283
1066,4,4,284
1067,3,3,285
1068,4,3,286
1069,4,4,285
1070,5,3,284
1071,4,3,282
1072,3,3,283
1073,3,3,283
1074,3,4,285
1075,3,3,286
1076,3,3,286
1077,4,3,285
1078,3,3,283
1079,3,3,282
1080,3,3,282
1081,4,3,284
1082,3,3,285
1083,4,3,286
1084,3,3,286
1085,3,3,285
1086,3,2,283
1087,3,3,282
1088,3,2,284
1089,3,2,284
1090,3,3,285
1091,3,2,286
1092,3,2,286
1093,3,3,285
1094,3,4,283
1095,3,2,281
1096,3,3,283
1097,3,3,284
1098,3,3,285
1099,3,2,284
1100,2,2,282
1101,2,2,282
1102,3,2,284
1103,2,2,285
1104,2,1,286
1105,2,2,286
1106,3,2,285
1107,3,2,283
1108,3,3,282
1109,3,3,283
1110,2,2,284
1111,3,2,285
1112,3,3,286
1113,3,2,286
1114,3,2,285
1115,2,2,283
1116,3,2,282
1117,2,2,283
1118,2,2,284
1119,3,2,285
1120,2,2,286
1121,2,2,286
1122,3,2,285
1123,2,2,282
1124,2,3,282
1125,2,2,283
1126,2,2,285
1127,3,3,285
1128,2,3,285
1129,3,2,285
1130,2,2,284
1131,2,2,282
1132,2,2,282
1133,3,1,283
1134,2,2,285
1135,2,2,286
1136,2,1,286
1137,2,3,286
1138,2,2,284
1139,2,2,282
1140,2,3,282
1141,2,2,284
1142,2,1,285
1143,2,3,285
1144,2,3,286
1145,2,1,286
1146,2,1,283
1147,2,2,282
1148,2,2,282
1149,2,1,284
1150,2,2,285
1151,2,2,286
1152,2,1,286
1153,2,2,285
1154,2,2,283
1155,2,2,281
1156,3,1,283
1157,2,2,284
1158,2,1,286
1159,2,2,286
1160,2,2,284
1161,2,1,283
1162,1,1,282
1163,2,2,283
1164,2,1,285
1165,2,1,286
1166,2,2,286
1167,2,2,286
1168,2,1,284
1169,2,2,282
1170,2,1,282
1171,2,1,284
1172,2,2,285
1173,3,2,286
1174,2,1,286
1175,1,1,285
1176,2,2,283
1177,1,1,282
1178,2,1,283
1179,2,2,284
1180,2,1,286
1181,2,1,284
1182,2,2,282
1183,2,1,282
1184,2,1,284
1185,2,2,285
1186,2,2,286
1187,2,1,286
1188,1,1,285
1189,1,1,284
1190,2,1,282
1191,2,1,283
1192,2,2,284
1193,2,1,285
1194,2,0,286
1195,1,2,286
1196,2,2,284
1197,1,1,283
1198,2,1,282
1199,1,2,283
1200,2,1,284
1201,2,1,286
1202,2,2,286
1203,2,1,286
1204,2,1,284
1205,1,1,283
1206,1,1,282
1207,2,1,283
1208,1,1,285
1209,1,1,285
1210,2,1,286
1211,1,1,286
1212,2,2,285
1213,2,1,282
1214,1,1,282
1215,1,1,283
1216,2,1,284
1217,2,2,286
1218,1,1,286
1219,2,1,283
1220,1,1,282
1221,1,1,283
1222,1,1,283
1223,2,1,285
1224,2,1,286
1225,1,1,286
1226,2,1,285
1227,1,1,283
1228,2,1,282
1229,2,1,283
1230,2,2,283
1231,2,2,285
1232,2,1,286
1233,2,2,286
1234,1,1,284
1235,2,0,283
1236,1,1,282
1237,1,1,283
1238,1,0,284
1239,2,0,285
1240,1,1,286
1241,1,1,285
1242,1,1,284
1243,2,2,283
1244,2,1,282
1245,1,1,283
1246,1,2,284
1247,2,2,286
1248,2,1,286
1249,2,1,285
1250,1,1,284
1251,1,1,282
1252,1,1,283
1253,1,2,284
1254,2,1,285
1255,1,1,286
1256,1,1,286
1257,1,1,285
1258,1,1,284
1259,2,1,282
1260,2,1,282
1261,2,0,284
1262,1,1,285
1263,2,1,286
1264,2,0,286
1265,1,0,285
1266,1,1,283
1267,1,1,282
1268,1,1,283
1269,1,1,284
1270,1,1,285
1271,1,1,286
1272,1,0,285
1273,2,1,284
1274,2,1,282
1275,1,0,282
1276,1,1,284
1277,2,2,285
1278,2,1,286
1279,1,1,285
1280,1,1,283
1281,1,1,282
1282,1,1,282
1283,1,1,284
1284,1,1,285
1285,1,0,286
1286,1,1,286
1287,1,1,285
1288,1,1,283
1289,1,1,282
1290,1,2,283
1291,2,1,284
1292,2,1,285
1293,2,1,286
1294,2,2,285
1295,1,0,285
1296,1,1,283
1297,1,1,281
1298,1,1,283
1299,1,1,284
1300,1,1,285
1301,1,1,286
1302,1,0,286
1303,1,1,284
1304,2,1,283
1305,1,0,282
1306,1,1,283
1307,1,1,284
1308,1,1,285
1309,2,1,286
1310,1,1,286
1311,1,2,283
1312,1,1,282
1313,1,1,282
1314,1,1,284
1315,1,1,285
1316,1,0,286
1317,1,0,286
1318,1,1,285
1319,2,0,284
1320,1,0,282
1321,1,1,283
1322,1,1,283
1323,1,1,285
1324,1,1,286
1325,2,2,286
1326,1,1,285
1327,1,0,283
1328,1,0,282
1329,1,0,284
1330,1,0,285
1331,1,1,286
1332,1,1,285
1333,1,1,282
1334,1,1,283
1335,1,0,285
1336,2,1,286
1337,1,0,283
1338,1,0,282
1339,1,1,284
1340,1,1,286
1341,1,1,286
1342,1,2,284
1343,1,2,282
1344,1,1,284
1345,1,1,285
1346,2,2,286
1347,1,1,285
1348,1,1,283
1349,1,1,282
1350,1,1,284
1351,1,1,286
1352,1,1,285
1353,2,0,283
1354,1,1,282
1355,1,1,283
1356,1,0,285
1357,1,1,286
1358,1,1,285
1359,1,1,282
1360,1,0,282
1361,1,0,285
1362,1,0,286
1363,1,0,286
1364,1,1,284
1365,1,1,282
1366,1,1,283
1367,1,1,285
1368,2,1,286
1369,1,1,285
1370,1,1,282
1371,1,1,283
1372,1,1,285
1373,1,1,286
1374,1,1,285
1375,1,1,282
1376,1,1,282
1377,1,1,284
1378,1,1,286
1379,1,0,286
1380,1,0,284
1381,1,0,282
1382,1,0,283
1383,1,0,285
1384,1,1,284
1385,1,1,283
1386,3,1,285
1387,2,1,286
1388,1,1,285
1389,1,1,282
1390,1,0,283
1391,1,1,284
1392,1,1,284
1393,1,0,282
1394,1,1,283
1395,2,1,284
1396,1,1,286
1397,1,0,285
1398,1,1,284
1399,1,1,282
1400,1,0,282
1401,1,0,283
1402,1,0,285
1403,1,1,286
