step,A0read,A1read,A2read
0,82,261,281
50,262,261,279
100,261,259,277
150,258,257,278
200,258,259,279
250,261,261,280
300,262,261,280
350,260,259,277
400,258,257,276
450,260,258,279
500,261,261,280
550,262,261,281
600,262,261,280
650,261,259,279
700,258,257,277
750,255,254,278
800,253,250,279
850,238,237,278
900,233,189,276
950,180,56,278
1000,56,32,279
1001,8,8,280
1002,8,7,280
1003,8,8,279
1004,8,7,277
1005,7,8,278
1006,8,8,280
1007,7,7,279
1008,7,6,277
1009,6,6,277
1010,7,6,279
1011,7,6,280
1012,7,6,281
1013,6,6,280
1014,6,6,279
1015,6,6,277
1016,6,6,276
1017,6,6,279
1018,6,5,280
1019,7,6,281
1020,7,6,281
1021,6,6,280
1022,6,5,278
1023,6,6,276
1024,6,5,278
1025,5,5,279
1026,5,5,280
1027,5,5,281
1028,6,5,280
1029,6,5,279
1030,5,5,277
1031,5,6,277
1032,5,5,278
1033,5,5,279
1034,5,5,280
1035,5,5,281
1036,5,4,280
1037,4,4,277
1038,5,4,278
1039,4,4,281
1040,4,4,281
1041,6,5,277
1042,4,4,276
1043,4,4,279
1044,4,4,277
1045,4,4,276
1046,4,4,279
1047,4,4,280
1048,4,4,281
1049,4,3,281
1050,4,3,280
1051,4,4,278
1052,4,4,276
1053,4,4,278
1054,4,3,279
1055,4,4,280
1056,5,4,281
1057,4,3,280
1058,4,3,278
1059,4,3,276
1060,4,4,278
1061,4,3,279
1062,4,3,280
1063,3,3,281
1064,3,3,280
1065,4,3,279
1066,4,3,276
1067,4,3,277
1068,3,3,279
1069,4,4,280
1070,4,3,280
1071,4,3,280
1072,4,3,279
1073,3,3,277
1074,3,3,276
1075,3,3,278
1076,3,3,280
1077,3,3,280
1078,3,3,281
1079,3,3,280
1080,3,3,278
1081,3,3,277
1082,3,3,277
1083,3,3,279
1084,3,3,280
1085,4,3,280
1086,3,2,281
1087,3,2,279
1088,3,2,277
1089,3,3,276
1090,3,2,278
1091,2,2,280
1092,3,3,280
1093,3,3,281
1094,3,2,280
1095,3,2,278
1096,3,3,276
1097,3,3,278
1098,3,2,280
1099,3,3,281
1100,3,2,281
1101,2,2,279
1102,2,2,277
1103,3,2,278
1104,2,3,279
1105,2,2,280
1106,2,3,280
1107,3,2,280
1108,3,2,278
1109,2,3,276
1110,3,2,277
1111,2,1,279
1112,3,2,280
1113,3,2,280
