step,A0read,A1read,A2read
0,0,248,273
50,251,251,275
100,250,250,273
150,248,248,271
200,246,245,270
250,248,248,273
300,249,249,274
350,250,250,275
400,251,250,275
450,250,250,274
500,249,248,272
550,246,246,270
600,246,247,272
650,248,248,273
700,249,249,275
750,248,246,273
800,237,235,271
850,233,222,272
900,223,177,274
950,179,39,275
1000,39,7,275
1001,6,6,273
1002,6,7,272
1003,6,6,274
1004,6,7,275
1005,6,6,273
1006,6,5,270
1007,6,6,273
1008,6,6,274
1009,6,6,275
1010,6,6,272
1011,6,5,271
1012,6,5,274
1013,6,6,274
1014,6,5,272
1015,5,5,270
1016,5,5,272
1017,5,5,274
1018,5,5,275
1019,5,5,273
1020,5,4,271
1021,4,5,273
1022,5,4,274
1023,4,6,275
1024,5,5,272
1025,4,5,272
1026,4,5,274
1027,4,5,275
1028,5,5,274
1029,5,4,272
1030,4,4,272
1031,4,4,273
1032,4,4,275
1033,4,4,274
1034,4,4,272
1035,4,4,270
1036,4,4,272
1037,4,4,275
1038,4,4,271
1039,4,4,272
1040,4,4,274
1041,3,3,275
1042,4,4,273
1043,4,4,270
1044,3,4,272
1045,3,3,274
1046,3,4,275
1047,3,3,273
1048,3,3,270
1049,3,3,273
1050,3,3,275
1051,3,3,273
1052,3,4,271
1053,3,3,272
1054,3,3,274
1055,3,4,275
1056,3,4,274
1057,3,2,270
1058,3,3,273
1059,3,3,274
1060,3,2,275
1061,3,3,275
1062,3,3,273
1063,3,3,272
1064,3,3,270
1065,3,3,272
1066,3,3,273
1067,3,3,275
1068,3,2,273
1069,3,3,272
1070,3,3,271
1071,2,3,272
1072,2,2,273
1073,2,2,274
1074,2,3,275
1075,2,2,274
1076,3,3,273
1077,2,3,271
1078,3,2,271
1079,3,2,272
1080,2,2,274
1081,2,3,275
1082,3,3,275
1083,3,3,274
1084,2,2,272
1085,2,2,270
1086,2,3,272
1087,2,2,273
1088,2,2,274
1089,2,2,270
1090,2,2,272
1091,2,2,274
1092,2,3,275
1093,2,2,275
1094,2,2,271
1095,1,2,274
1096,2,2,275
1097,2,2,273
1098,2,2,271
1099,2,2,270
1100,2,2,272
1101,2,2,274
1102,2,2,275
1103,2,2,274
1104,2,3,272
1105,2,2,271
1106,2,2,273
1107,2,2,273
1108,2,1,274
1109,2,2,275
1110,2,1,274
1111,1,2,272
1112,2,1,270
1113,2,1,272
1114,2,2,273
1115,2,2,274
1116,1,2,275
1117,2,2,273
1118,2,2,272
1119,2,2,270
1120,2,1,271
1121,1,1,273
1122,1,2,274
1123,1,2,275
1124,1,1,275
1125,1,2,273
1126,2,1,270
1127,2,2,272
1128,2,3,274
1129,2,1,275
1130,2,1,274
1131,1,2,272
1132,1,2,271
1133,2,2,273
1134,1,1,274
1135,1,1,275
1136,1,2,273
1137,1,2,271
1138,1,2,272
1139,1,1,273
1140,1,1,275
1141,1,1,275
1142,1,1,272
1143,1,1,270
1144,1,1,273
1145,1,1,275
1146,1,1,274
1147,1,1,272
1148,1,1,271
1149,1,1,271
1150,1,1,273
1151,1,1,274
1152,1,1,275
1153,1,1,274
1154,1,1,271
1155,1,1,272
1156,1,1,273
1157,1,1,275
1158,1,1,275
1159,1,1,274
1160,1,1,273
1161,1,1,271
1162,1,2,272
1163,1,1,274
1164,1,1,275
1165,1,1,273
1166,1,1,272
1167,1,2,270
1168,1,1,272
1169,1,1,273
1170,1,1,275
1171,1,1,275
1172,1,1,274
1173,1,1,272
1174,1,2,270
1175,1,1,272
1176,1,2,273
1177,1,1,274
1178,1,1,275
1179,1,0,274
1180,2,2,273
1181,1,1,271
1182,1,1,271
1183,1,1,272
1184,1,1,274
1185,1,1,275
1186,1,1,274
1187,1,1,271
1188,1,0,271
1189,1,1,272
1190,1,1,274
1191,1,1,275
1192,1,1,275
1193,1,1,274
1194,1,1,272
1195,1,1,270
1196,1,2,272
1197,1,1,273
1198,1,1,275
1199,1,1,275
1200,1,1,274
1201,1,1,272
1202,1,1,270
1203,1,1,271
1204,1,2,273
1205,1,1,274
1206,1,2,275
1207,1,1,274
1208,1,1,272
1209,1,1,270
1210,1,1,273
1211,1,0,274
1212,1,1,275
1213,1,2,275
1214,1,1,272
1215,1,1,270
1216,1,0,272
1217,1,1,274
1218,1,2,275
1219,1,1,275
1220,1,1,273
1221,1,1,272
1222,1,1,270
1223,1,1,272
1224,1,0,273
1225,1,1,274
1226,1,1,275
1227,0,1,274
1228,1,1,273
1229,1,1,270
1230,1,1,272
1231,0,1,273
1232,1,2,275
1233,0,1,274
1234,1,0,273
1235,1,1,271
1236,1,2,270
1237,0,1,273
1238,1,0,274
1239,1,0,274
1240,1,1,275
1241,1,1,274
1242,1,1,272
1243,0,1,270
1244,1,1,272
1245,1,1,273
1246,1,0,275
1247,1,0,275
1248,1,1,274
1249,1,0,272
1250,1,1,270
1251,1,1,272
1252,1,1,273
